"symbol1"	"symbol2"	"CC"
"ACTN4"	"CSK"	0.598
"ACTN4"	"CSNK2B"	0.779
"ACTN4"	"DNM2"	0.616
"ACTN4"	"EEF2"	0.804
"ACTN4"	"FAU"	0.643
"ACTN4"	"GNB1"	0.555
"ACTN4"	"GNB2"	0.691
"ACTN4"	"MDH2"	0.56
"ACTN4"	"MSN"	0.788
"ACTN4"	"MYL6"	0.591
"ACTN4"	"PF4"	0.643
"ACTN4"	"PGK1"	0.61
"ACTN4"	"RAB5C"	0.539
"ACTN4"	"RPL4"	0.782
"ACTN4"	"RPL7"	0.737
"ACTN4"	"RPL8"	0.569
"ACTN4"	"RPL27A"	0.54
"ACTN4"	"RPLP2"	0.627
"ACTN4"	"RPN1"	0.537
"ACTN4"	"SET"	0.745
"ACTN4"	"SPARC"	0.731
"ACTN4"	"TMSB4X"	0.78
"ACTN4"	"TNNI2"	0.537
"ACTN4"	"TNNT3"	0.445
"ACTN4"	"TPM2"	0.524
"ACTN4"	"TSC2"	0.663
"ACTN4"	"VEGFB"	0.55
"ACTN4"	"VWF"	0.612
"ACTN4"	"SLC9A3R2"	0.486
"ACTN4"	"ARPC1B"	0.68
"ACTN4"	"TRIM3"	1
"ACTN4"	"RPL13A"	0.724
"ACTN4"	"TUBB"	0.75
"ADAR"	"EGR1"	0.855
"ADAR"	"IFIT2"	0.653
"ADAR"	"IRF2"	0.674
"ADAR"	"IRF3"	0.848
"ADAR"	"IRF7"	0.813
"ADAR"	"NONO"	0.859
"ADAR"	"NPM1"	0.769
"ADAR"	"PCBP1"	0.806
"ADAR"	"PSMB4"	0.749
"ADAR"	"RPL11"	0.782
"ADAR"	"RPS2"	0.765
"ADAR"	"RPL35"	0.807
"ADCY1"	"FSHR"	0.659
"ADCY1"	"GNAI2"	0.741
"ADCY1"	"GNB2"	0.671
"ADCY1"	"GRM4"	0.759
"ADCY1"	"HRAS"	0.685
"ADCY1"	"HTR4"	0.779
"ADCY1"	"NPY"	0.414
"ADCY1"	"SCTR"	0.602
"ADCY1"	"CXCR4"	0.72
"ADCY1"	"ADM2"	0.296
"ADCY1"	"NPW"	0.296
"AP2A1"	"ARRB2"	0.707
"AP2A1"	"CAMK2A"	0.697
"AP2A1"	"CD22"	0.563
"AP2A1"	"CRK"	0.505
"AP2A1"	"CSNK2B"	0.599
"AP2A1"	"DNM2"	0.632
"AP2A1"	"EEF2"	0.651
"AP2A1"	"EIF5A"	0.593
"AP2A1"	"HLA-DRB1"	0.759
"AP2A1"	"PPP3CC"	0.477
"AP2A1"	"RAB5B"	0.736
"AP2A1"	"RAB5C"	0.665
"AP2A1"	"RPN1"	0.664
"AP2A1"	"RPS9"	0.532
"AP2A1"	"RAB11B"	0.597
"AP2A1"	"PIP5K1C"	0.555
"AP2A1"	"RPL13A"	0.538
"AP2A1"	"BIN2"	0.572
"AP2A1"	"EPN3"	0.579
"AKT1"	"ARF1"	0.73
"AKT1"	"ARRB2"	0.805
"AKT1"	"BAD"	0.588
"AKT1"	"ZFP36L1"	0.763
"AKT1"	"CAMK2A"	0.759
"AKT1"	"CRK"	0.801
"AKT1"	"CSK"	0.701
"AKT1"	"DDOST"	0.681
"AKT1"	"EEF2"	0.743
"AKT1"	"EGR1"	0.749
"AKT1"	"EIF4EBP1"	0.62
"AKT1"	"FOXM1"	1
"AKT1"	"FLII"	0.704
"AKT1"	"GATA2"	0.749
"AKT1"	"GNAI2"	0.762
"AKT1"	"GNB2"	0.653
"AKT1"	"GYS1"	0.574
"AKT1"	"HRAS"	0.68
"AKT1"	"HSPB1"	0.704
"AKT1"	"IRF3"	0.788
"AKT1"	"ITGA2B"	0.485
"AKT1"	"ITGB4"	0.491
"AKT1"	"MCL1"	0.731
"AKT1"	"MEF2D"	0.67
"AKT1"	"MSN"	0.699
"AKT1"	"NONO"	0.686
"AKT1"	"NPM1"	0.807
"AKT1"	"PCBP1"	0.726
"AKT1"	"SERPINB5"	0.542
"AKT1"	"PLK1"	0.759
"AKT1"	"PPP2R5A"	0.724
"AKT1"	"PSMA7"	0.729
"AKT1"	"PSMB4"	0.746
"AKT1"	"PSMC4"	0.717
"AKT1"	"RPL7"	0.729
"AKT1"	"RPS2"	0.688
"AKT1"	"RPS9"	0.742
"AKT1"	"SDHC"	0.476
"AKT1"	"SOS1"	0.708
"AKT1"	"ST14"	0.464
"AKT1"	"STAT3"	0.825
"AKT1"	"STAT5A"	0.657
"AKT1"	"STK11"	0.771
"AKT1"	"TNF"	0.565
"AKT1"	"TPM2"	0.604
"AKT1"	"TSC2"	0.733
"AKT1"	"NCK2"	0.661
"AKT1"	"PIAS1"	0.64
"AKT1"	"KHSRP"	0.693
"AKT1"	"HDAC3"	0.855
"AKT1"	"SPHK1"	0.708
"AKT1"	"NUDC"	0.726
"AKT1"	"PLEKHO1"	NA
"AKT1"	"SYTL1"	0.538
"AKT1"	"RASL10B"	NA
"AKT1"	"TUBB"	0.687
"ALAS2"	"SARDH"	0.873
"ALAS2"	"HBD"	0.392
"ALAS2"	"LSS"	0.495
"ALAS2"	"MDH2"	0.799
"ALAS2"	"NDUFV1"	0.856
"ALAS2"	"FIS1"	0.644
"ALOX5AP"	"CD53"	0.422
"ALOX5AP"	"CD68"	0.584
"ALOX5AP"	"HLA-DRB1"	0.542
"ALOX5AP"	"PLP2"	0.765
"ALOX5AP"	"S100A6"	0.549
"ALOX5AP"	"TBXAS1"	0.678
"ALOX5AP"	"LST1"	0.634
"ALOX5AP"	"VAMP8"	0.577
"AMBP"	"CD79A"	0.416
"ANXA5"	"EEF2"	0.722
"ANXA5"	"MSN"	0.672
"ANXA5"	"PGK1"	0.713
"ANXA5"	"PPIB"	0.687
"ANXA5"	"CRTAP"	0.434
"ANXA11"	"HLA-DRA"	0.531
"ANXA11"	"S100A6"	0.743
"APLP1"	"CPE"	0.581
"APLP1"	"VGF"	0.502
"ARF1"	"ASNA1"	0.672
"ARF1"	"CKS1B"	0.388
"ARF1"	"CSNK2B"	0.715
"ARF1"	"CTSL"	0.55
"ARF1"	"DDOST"	0.69
"ARF1"	"DYNC1H1"	0.571
"ARF1"	"EEF1G"	0.752
"ARF1"	"EEF2"	0.747
"ARF1"	"EIF4A2"	0.547
"ARF1"	"EIF5A"	0.626
"ARF1"	"FAU"	0.643
"ARF1"	"GNB1"	0.696
"ARF1"	"GNB2"	0.756
"ARF1"	"HLA-DRB1"	0.685
"ARF1"	"HRAS"	0.701
"ARF1"	"MSN"	0.713
"ARF1"	"NPM1"	0.713
"ARF1"	"PCBP1"	0.672
"ARF1"	"PGK1"	0.608
"ARF1"	"PLK1"	0.518
"ARF1"	"PPIB"	0.789
"ARF1"	"PPP3CC"	0.583
"ARF1"	"PSMA4"	0.688
"ARF1"	"PSMA7"	0.678
"ARF1"	"PSMB4"	0.684
"ARF1"	"PSMC4"	0.581
"ARF1"	"RAB5B"	0.73
"ARF1"	"RAB5C"	0.678
"ARF1"	"RPL4"	0.788
"ARF1"	"RPL8"	0.618
"ARF1"	"RPL11"	0.711
"ARF1"	"RPL15"	0.547
"ARF1"	"RPL18"	0.678
"ARF1"	"RPL30"	0.707
"ARF1"	"RPL27A"	0.615
"ARF1"	"RPL32"	0.543
"ARF1"	"RPL36AL"	0.678
"ARF1"	"RPL37"	0.495
"ARF1"	"RPLP0"	0.77
"ARF1"	"RPLP2"	0.73
"ARF1"	"RPN1"	0.647
"ARF1"	"RPS2"	0.726
"ARF1"	"RPS9"	0.752
"ARF1"	"RPS23"	0.597
"ARF1"	"SURF4"	0.668
"ARF1"	"UQCRC2"	0.462
"ARF1"	"RPL14"	0.629
"ARF1"	"RAB11B"	0.684
"ARF1"	"ARFRP1"	0.686
"ARF1"	"RPL35"	0.544
"ARF1"	"EXOSC7"	0.537
"ARF1"	"PIP5K1C"	0.649
"ARF1"	"RPL13A"	0.695
"ARF1"	"GSPT2"	0.525
"ARF1"	"PYCR2"	0.46
"ARF1"	"SEC61A1"	0.632
"ARF1"	"VPS28"	0.794
"ARF1"	"BET1L"	0.629
"ARF1"	"CAB39"	0.651
"ARF1"	"PPAN"	0.428
"ARF1"	"SMAP1"	NA
"ARF1"	"TRAPPC5"	0.597
"ARF1"	"TUBB"	0.631
"RHOG"	"CSK"	0.774
"RHOG"	"CYBA"	0.686
"RHOG"	"GNAI2"	0.714
"RHOG"	"HCK"	0.675
"RHOG"	"SOS1"	0.679
"RHOG"	"SPI1"	0.37
"RHOG"	"STAT3"	0.637
"RHOG"	"VAV1"	0.629
"RHOG"	"STK24"	0.677
"RHOG"	"RHOBTB1"	0.67
"RHOG"	"ARHGEF16"	1
"RHOG"	"ARHGAP17"	0.642
"RHOG"	"ARHGAP9"	0.628
"RHOG"	"FGD3"	0.67
"RHOG"	"RHOT2"	0.648
"ARR3"	"ARRB2"	0.648
"ARR3"	"FSHR"	0.317
"ARR3"	"CXCR4"	0.536
"ARRB2"	"CSK"	0.773
"ARRB2"	"DYNC1H1"	0.542
"ARRB2"	"EEF2"	0.745
"ARRB2"	"HCK"	0.693
"ARRB2"	"MYL6"	0.57
"ARRB2"	"NONO"	0.662
"ARRB2"	"RAB5C"	0.709
"ARRB2"	"RANGAP1"	0.774
"ARRB2"	"RPL4"	0.689
"ARRB2"	"RPL7"	0.693
"ARRB2"	"RPL11"	0.648
"ARRB2"	"RPL18"	0.71
"ARRB2"	"RPLP0"	0.671
"ARRB2"	"RPLP2"	0.565
"ARRB2"	"CXCR4"	0.746
"ARRB2"	"RBM10"	0.653
"ARRB2"	"RPL14"	0.599
"ARRB2"	"NUDC"	0.748
"ARRB2"	"RPL35"	0.659
"ARRB2"	"ARHGAP17"	0.853
"ASIP"	"F11R"	0.325
"ASL"	"DDOST"	0.403
"ASL"	"GLUD2"	0.606
"ASL"	"GNB2"	0.621
"ASL"	"PPIB"	0.572
"ASL"	"RPL4"	0.648
"ASL"	"RPLP2"	0.705
"ASNA1"	"CSNK2B"	0.744
"ASNA1"	"ECHS1"	0.591
"ASNA1"	"EEF1G"	0.816
"ASNA1"	"EEF2"	0.665
"ASNA1"	"EIF5A"	0.663
"ASNA1"	"GNAI2"	0.679
"ASNA1"	"GNB1"	0.582
"ASNA1"	"GNB2"	0.553
"ASNA1"	"GTF2H4"	0.657
"ASNA1"	"HINT1"	0.743
"ASNA1"	"MARS"	0.766
"ASNA1"	"NDUFV1"	0.6
"ASNA1"	"NONO"	0.651
"ASNA1"	"P2RY11"	0.274
"ASNA1"	"PCBP1"	0.727
"ASNA1"	"PFDN1"	NA
"ASNA1"	"POLR2L"	0.703
"ASNA1"	"PPIB"	0.711
"ASNA1"	"PSMA4"	0.793
"ASNA1"	"PSMA7"	0.773
"ASNA1"	"PSMB4"	0.798
"ASNA1"	"PSMC4"	0.619
"ASNA1"	"RPL4"	0.737
"ASNA1"	"RPLP2"	0.562
"ASNA1"	"MRPS12"	0.495
"ASNA1"	"RPS9"	0.715
"ASNA1"	"USP5"	0.554
"ASNA1"	"CLPP"	0.597
"ASNA1"	"ZBED1"	0.588
"ASNA1"	"ATP6V1F"	0.605
"ASNA1"	"MPHOSPH6"	0.737
"ASNA1"	"NUDC"	0.688
"ASNA1"	"RPL35"	0.599
"ASNA1"	"GABARAP"	0.593
"ASNA1"	"HSPBP1"	1
"ASNA1"	"GSPT2"	0.502
"ASNA1"	"TXN2"	0.679
"ASNA1"	"TIMM13"	0.645
"ASNA1"	"SEC61A1"	0.692
"ASNA1"	"FIS1"	0.526
"ASNA1"	"ISYNA1"	0.571
"ASNA1"	"PPAN"	0.609
"ASNA1"	"EXOSC5"	0.763
"ASNA1"	"XAB2"	0.6
"ASNA1"	"LSM2"	0.606
"ASNA1"	"MUS81"	0.678
"ASNA1"	"YIF1B"	0.67
"ASNA1"	"KLHDC3"	0.692
"ASNA1"	"TRAPPC5"	0.614
"ASNA1"	"TUBB"	0.692
"ATP5G1"	"ATP5G2"	NA
"ATP5G1"	"COX7C"	NA
"ATP5G1"	"TIMM8A"	NA
"ATP5G1"	"ECHS1"	NA
"ATP5G1"	"EIF5A"	NA
"ATP5G1"	"IDH2"	NA
"ATP5G1"	"MDH2"	NA
"ATP5G1"	"NDUFA3"	NA
"ATP5G1"	"NDUFB7"	NA
"ATP5G1"	"NDUFB10"	NA
"ATP5G1"	"NDUFV1"	NA
"ATP5G1"	"MRPS12"	NA
"ATP5G1"	"SDHC"	NA
"ATP5G1"	"UQCRC2"	NA
"ATP5G1"	"COX7A2L"	NA
"ATP5G1"	"COX5A"	NA
"ATP5G1"	"TXN2"	NA
"ATP5G1"	"TIMM13"	NA
"ATP5G1"	"UQCRQ"	NA
"ATP5G1"	"NDUFB11"	NA
"ATP5G1"	"MRPL16"	NA
"ATP5G1"	"MRPL17"	NA
"ATP5G1"	"MRPS24"	NA
"ATP5G1"	"CHCHD4"	NA
"ATP5G2"	"COX7C"	NA
"ATP5G2"	"EIF5A"	NA
"ATP5G2"	"MDH2"	NA
"ATP5G2"	"NDUFB7"	NA
"ATP5G2"	"NDUFB10"	NA
"ATP5G2"	"NDUFV1"	NA
"ATP5G2"	"MRPS12"	NA
"ATP5G2"	"SDHC"	NA
"ATP5G2"	"UQCRC2"	NA
"ATP5G2"	"RBM10"	NA
"ATP5G2"	"COX7A2L"	NA
"ATP5G2"	"COX5A"	NA
"ATP5G2"	"TIMM13"	NA
"ATP5G2"	"UQCRQ"	NA
"ATP5G2"	"NDUFB11"	NA
"ATP5G2"	"MRPL16"	NA
"ATP6AP1"	"IGF2R"	0.525
"ATP6AP1"	"LAMP1"	0.608
"ATP6AP1"	"ATP6V1F"	0.762
"ATP6AP1"	"NDFIP1"	0.379
"KIF1A"	"GIT1"	0.266
"BAD"	"BID"	0.884
"BAD"	"MCL1"	0.784
"BAD"	"PPP3CC"	0.704
"BAD"	"HRK"	1
"BAD"	"PIM2"	0.784
"BAD"	"BBC3"	0.786
"BCL3"	"NFKB2"	0.865
"BCL3"	"RELB"	0.784
"BCL3"	"STAT3"	0.835
"BCL3"	"HDAC3"	0.837
"BID"	"CSNK1E"	0.68
"BID"	"CSNK2B"	0.603
"BID"	"MCL1"	0.891
"BID"	"MSN"	0.488
"BID"	"RIPK1"	0.685
"BID"	"SQSTM1"	0.639
"BID"	"BBC3"	0.678
"ZFP36L1"	"EXOSC7"	0.679
"ZFP36L1"	"EXOSC3"	0.744
"ZFP36L1"	"EXOSC5"	0.744
"BST2"	"IRF7"	0.602
"BST2"	"HARS2"	0.618
"C8G"	"LCN1"	0.803
"PTTG1IP"	"LAMP1"	0.683
"PTTG1IP"	"RNF149"	1
"CACNA1A"	"GNB1"	0.548
"CACNA1A"	"GNB2"	0.539
"CACNA1A"	"GRN"	0.436
"CACNA1A"	"PRKCG"	0.687
"CACNA1A"	"CACNA2D4"	0.56
"CACNA1A"	"TUBB2B"	0.634
"CAMK2A"	"HRAS"	0.708
"CAMK2A"	"ITGA2B"	0.525
"CAMK2A"	"MEF2D"	0.655
"CAMK2A"	"SRF"	0.739
"CAMK2A"	"SYNGAP1"	1
"CAMK2A"	"SQSTM1"	0.726
"CAMK2A"	"CLSTN3"	0.413
"CAMK2A"	"GIT1"	0.514
"CAMK2A"	"CACNA2D4"	0.445
"CD7"	"CTSL"	0.279
"CD7"	"SPN"	0.633
"CD22"	"CD68"	0.531
"CD22"	"CD72"	0.531
"CD22"	"CD79A"	0.641
"CD22"	"SPN"	0.666
"CD22"	"TNFRSF13B"	1
"ENTPD2"	"POLR2L"	0.252
"CD53"	"GGT1"	0.64
"CD53"	"HLA-DRB1"	0.691
"CD53"	"SPN"	0.649
"CD63"	"HLA-DRA"	0.824
"CD63"	"IGF2R"	0.734
"CD63"	"LAMP1"	0.821
"CD63"	"MSN"	0.618
"CD63"	"SPARC"	0.661
"CD63"	"SRF"	0.418
"CD68"	"CYBA"	0.761
"CD68"	"HLA-DMA"	0.685
"CD68"	"SPI1"	0.271
"CD68"	"VWF"	0.375
"CD72"	"CD79A"	0.611
"CD72"	"HLA-DRB1"	0.417
"CD72"	"SELL"	0.849
"CD79A"	"CSK"	0.582
"CD79A"	"SELL"	0.615
"CD79A"	"SLAMF1"	0.193
"CD79A"	"SOS1"	0.63
"CD79A"	"TNFRSF13B"	1
"CD79A"	"LAT"	0.768
"CD79A"	"FATE1"	0.369
"CDA"	"CES2"	0.593
"CDA"	"NT5M"	0.519
"CDC25A"	"CKS1B"	0.661
"CDC25A"	"CSNK1E"	1
"CDC25A"	"FOXM1"	1
"CDC25A"	"HCFC1"	0.756
"CDC25A"	"HRAS"	0.704
"CDC25A"	"NPM1"	0.663
"CDC25A"	"PLK1"	0.687
"CDC25A"	"PSMA4"	0.815
"CDC25A"	"PSMA7"	0.803
"CDC25A"	"PSMB4"	0.834
"CDC25A"	"PSMC4"	0.762
"CDC25A"	"RRM2"	1
"CDC25A"	"MCM3AP"	0.867
"CDC25A"	"PKMYT1"	0.84
"CDC25A"	"NUDC"	0.952
"CDC25A"	"PSME4"	0.881
"CDC25A"	"PPAN"	0.685
"CEBPA"	"DBP"	1
"CEBPA"	"GATA2"	0.872
"CEBPA"	"SPI1"	0.891
"CEBPA"	"PIAS1"	0.914
"CEBPA"	"MTA1"	0.786
"CEBPA"	"BATF"	0.872
"CHRNG"	"RAPSN"	0.529
"CKS1B"	"CSNK2B"	0.553
"CKS1B"	"DDOST"	0.407
"CKS1B"	"DDX11"	0.588
"CKS1B"	"EEF1G"	0.456
"CKS1B"	"EEF2"	0.41
"CKS1B"	"EIF4A2"	0.468
"CKS1B"	"EIF5A"	0.485
"CKS1B"	"FANCG"	0.637
"CKS1B"	"FOXM1"	1
"CKS1B"	"FRG1"	0.554
"CKS1B"	"GNB1"	0.322
"CKS1B"	"GNB2"	0.294
"CKS1B"	"GTF2H4"	0.7
"CKS1B"	"KIFC1"	0.441
"CKS1B"	"MARS"	0.527
"CKS1B"	"NONO"	0.654
"CKS1B"	"NPM1"	0.489
"CKS1B"	"P2RY11"	0.265
"CKS1B"	"PCBP1"	0.545
"CKS1B"	"PCBP2"	0.502
"CKS1B"	"PLK1"	0.523
"CKS1B"	"POLR2L"	0.671
"CKS1B"	"PPIB"	0.415
"CKS1B"	"PSMA4"	0.595
"CKS1B"	"PSMA7"	0.591
"CKS1B"	"PSMB4"	0.617
"CKS1B"	"PSMC4"	0.572
"CKS1B"	"RAB5B"	0.424
"CKS1B"	"RAB5C"	0.38
"CKS1B"	"RPL4"	0.44
"CKS1B"	"RPL7"	0.453
"CKS1B"	"RPL8"	0.32
"CKS1B"	"RPL10"	0.438
"CKS1B"	"RPL11"	0.509
"CKS1B"	"RPL15"	0.475
"CKS1B"	"RPL30"	0.365
"CKS1B"	"RPL27A"	0.398
"CKS1B"	"RPL32"	0.356
"CKS1B"	"RPL36AL"	0.471
"CKS1B"	"RPLP0"	0.384
"CKS1B"	"RPLP2"	0.3
"CKS1B"	"MRPS12"	0.414
"CKS1B"	"RPN1"	0.414
"CKS1B"	"RPS2"	0.47
"CKS1B"	"RPS9"	0.487
"CKS1B"	"RRM2"	0.44
"CKS1B"	"SET"	0.585
"CKS1B"	"SH3GL1"	0.374
"CKS1B"	"SMARCD3"	0.658
"CKS1B"	"SP1"	0.578
"CKS1B"	"SURF4"	0.406
"CKS1B"	"TBCA"	0.587
"CKS1B"	"UGP2"	0.493
"CKS1B"	"UNG"	0.648
"CKS1B"	"ZNF35"	0.485
"CKS1B"	"HIST1H2AC"	0.602
"CKS1B"	"HDAC3"	0.583
"CKS1B"	"BAZ1B"	0.692
"CKS1B"	"RPL14"	0.331
"CKS1B"	"PKMYT1"	0.59
"CKS1B"	"ZBED1"	0.671
"CKS1B"	"ARPC1B"	0.345
"CKS1B"	"PRMT5"	0.662
"CKS1B"	"TACC3"	0.478
"CKS1B"	"MYBBP1A"	0.641
"CKS1B"	"POLD3"	0.665
"CKS1B"	"NUDC"	0.661
"CKS1B"	"RPL35"	0.489
"CKS1B"	"DNAJC9"	0.561
"CKS1B"	"HARS2"	0.544
"CKS1B"	"RPL13A"	0.444
"CKS1B"	"KPNA6"	0.584
"CKS1B"	"TIMM13"	0.512
"CKS1B"	"PYCR2"	0.503
"CKS1B"	"SEC61A1"	0.403
"CKS1B"	"CTNNBL1"	0.565
"CKS1B"	"PPAN"	0.515
"CKS1B"	"EXOSC5"	0.667
"CKS1B"	"XAB2"	0.568
"CKS1B"	"PLSCR3"	0.404
"CKS1B"	"LSM2"	0.535
"CKS1B"	"MRPL17"	0.44
"CKS1B"	"CHTF18"	0.557
"CKS1B"	"CENPH"	0.647
"CKS1B"	"PDCL3"	0.548
"CKS1B"	"MUS81"	0.75
"CKS1B"	"ANP32E"	0.505
"CKS1B"	"SHKBP1"	NA
"CKS1B"	"FTSJ3"	0.592
"CKS1B"	"TRAPPC5"	0.523
"CKS1B"	"TUBB"	0.446
"CKS1B"	"POLR2J2"	0.718
"CKS1B"	"TSEN54"	0.702
"CLCN7"	"LAMP1"	0.659
"CNGA2"	"KCNK9"	0.349
"CNTFR"	"CRK"	0.377
"CNTFR"	"CTF1"	0.432
"COMT"	"CSNK2B"	0.727
"COMT"	"DBH"	0.628
"COMT"	"HINT1"	0.786
"COMT"	"MDH2"	0.614
"COMT"	"PNMT"	0.526
"COMT"	"RGS2"	0.727
"KLF6"	"PGK1"	0.413
"KLF6"	"RPLP2"	0.479
"KLF6"	"SP1"	0.673
"KLF6"	"HDAC3"	0.756
"KLF6"	"ARPC5"	0.635
"KLF6"	"ARPC1B"	0.553
"COX7C"	"TIMM8A"	0.796
"COX7C"	"HINT1"	0.489
"COX7C"	"IDH2"	0.682
"COX7C"	"MDH2"	0.69
"COX7C"	"NDUFA3"	0.94
"COX7C"	"NDUFB7"	0.908
"COX7C"	"NDUFB10"	0.856
"COX7C"	"NDUFV1"	0.892
"COX7C"	"MRPS12"	0.75
"COX7C"	"SDHC"	0.779
"COX7C"	"UQCRC2"	0.917
"COX7C"	"COX7A2L"	0.875
"COX7C"	"COX5A"	0.928
"COX7C"	"TIMM13"	0.825
"COX7C"	"UQCRQ"	0.937
"COX7C"	"NDUFB11"	0.94
"COX7C"	"MRPL16"	0.879
"COX7C"	"MRPS24"	0.783
"COX7C"	"CHCHD4"	0.796
"CRK"	"CSK"	0.796
"CRK"	"DNM2"	0.547
"CRK"	"EPHB3"	0.629
"CRK"	"GP9"	0.298
"CRK"	"HSPB1"	0.778
"CRK"	"ITGA2B"	0.523
"CRK"	"KRT16"	0.793
"CRK"	"PRKCG"	0.562
"CRK"	"SOS1"	0.657
"CRK"	"STAT5A"	0.637
"CRK"	"TAL1"	0.6
"CRK"	"VAV1"	0.564
"CRK"	"VWF"	0.561
"CRK"	"NCK2"	0.731
"CRK"	"SOCS1"	0.662
"CRK"	"TNK2"	0.642
"CRK"	"EFS"	0.577
"CRK"	"TGOLN2"	0.521
"CRK"	"FRS3"	0.425
"CRK"	"FASTK"	NA
"CRK"	"SH3BP1"	0.596
"CRK"	"HSPBP1"	1
"CRK"	"OPTC"	0.317
"CRK"	"ARHGAP17"	0.809
"CRK"	"THOC2"	0.507
"CRK"	"MICAL1"	0.656
"CSF3R"	"HCK"	0.478
"CSF3R"	"STAT3"	0.483
"CSK"	"CSNK2B"	0.731
"CSK"	"DYNC1H1"	0.605
"CSK"	"DNM2"	0.599
"CSK"	"FAU"	0.314
"CSK"	"FLII"	0.587
"CSK"	"GNAI2"	0.785
"CSK"	"HCK"	0.622
"CSK"	"HLA-DRB1"	0.538
"CSK"	"ITGA2B"	0.677
"CSK"	"SOS1"	0.87
"CSK"	"STAT3"	0.708
"CSK"	"STAT5A"	0.614
"CSK"	"VAV1"	0.812
"CSK"	"VWF"	0.477
"CSK"	"STK24"	0.747
"CSK"	"NCK2"	0.744
"CSK"	"PSTPIP1"	0.756
"CSK"	"ARHGAP17"	0.752
"CSK"	"ILKAP"	0.61
"CSK"	"TUBB"	0.618
"CSNK1E"	"CSNK2B"	0.746
"CSNK1E"	"DYNC1H1"	0.497
"CSNK1E"	"EEF2"	0.64
"CSNK1E"	"EIF4A2"	0.711
"CSNK1E"	"EIF5A"	0.791
"CSNK1E"	"GNB1"	0.478
"CSNK1E"	"GNB2"	0.486
"CSNK1E"	"GYS1"	0.625
"CSNK1E"	"NONO"	0.749
"CSNK1E"	"PCBP2"	0.781
"CSNK1E"	"PCNT"	0.573
"CSNK1E"	"PLK1"	0.687
"CSNK1E"	"PSMC4"	0.762
"CSNK1E"	"RPLP2"	0.518
"CSNK1E"	"RPS9"	0.708
"CSNK1E"	"USP11"	0.969
"CSNK1E"	"MTA2"	0.697
"CSNK1E"	"PRMT5"	0.916
"CSNK1E"	"TUBGCP2"	0.626
"CSNK1E"	"GSPT2"	0.699
"CSNK1E"	"SMAP1"	NA
"CSNK1E"	"KLHDC3"	0.918
"CSNK2B"	"DDOST"	0.621
"CSNK2B"	"DYNC1H1"	0.701
"CSNK2B"	"EEF2"	0.885
"CSNK2B"	"EIF4A2"	0.543
"CSNK2B"	"EIF5A"	0.692
"CSNK2B"	"FAU"	0.643
"CSNK2B"	"GNB1"	0.649
"CSNK2B"	"GNB2"	0.645
"CSNK2B"	"GTF2H4"	0.65
"CSNK2B"	"HCFC1"	0.698
"CSNK2B"	"HINT1"	0.784
"CSNK2B"	"MARS"	0.761
"CSNK2B"	"MDH2"	0.674
"CSNK2B"	"MYL6"	0.618
"CSNK2B"	"NDUFB7"	0.487
"CSNK2B"	"NDUFB10"	0.371
"CSNK2B"	"NDUFV1"	0.571
"CSNK2B"	"NONO"	0.672
"CSNK2B"	"NPM1"	0.654
