"symbol1"	"symbol2"	"BP"
"ALOX5AP"	"CD53"	0.219
"ALOX5AP"	"CD68"	0.155
"ALOX5AP"	"HLA-DRB1"	0.258
"ALOX5AP"	"PLP2"	0.227
"ALOX5AP"	"S100A6"	0.205
"ALOX5AP"	"TBXAS1"	0.526
"ALOX5AP"	"LST1"	0.136
"ALOX5AP"	"VAMP8"	0.165
"AMBP"	"CD79A"	0.265
"ANXA5"	"EEF2"	0.274
"ANXA5"	"MSN"	0.34
"ANXA5"	"PGK1"	0.267
"ANXA5"	"PPIB"	0.148
"ANXA5"	"CRTAP"	0.143
"ANXA11"	"HLA-DRA"	0.097
"ANXA11"	"S100A6"	0.087
"APLP1"	"CPE"	0.193
"APLP1"	"VGF"	0.175
"ARF1"	"ASNA1"	0.279
"ARF1"	"CKS1B"	0.107
"ARF1"	"CSNK2B"	0.377
"ARF1"	"CTSL"	0.273
"ARF1"	"DDOST"	0.354
"ARF1"	"DYNC1H1"	0.451
"ARF1"	"EEF1G"	0.215
"ARF1"	"EEF2"	0.316
"ARF1"	"EIF4A2"	0.123
"ARF1"	"EIF5A"	0.304
"ARF1"	"FAU"	NA
"ARF1"	"GNB1"	0.238
"ARF1"	"GNB2"	0.096
"ARF1"	"HLA-DRB1"	0.337
"ARF1"	"HRAS"	0.375
"ARF1"	"MSN"	0.373
"ARF1"	"NPM1"	0.417
"ARF1"	"PCBP1"	0.161
"ARF1"	"PGK1"	0.289
"ARF1"	"PLK1"	0.327
"ARF1"	"PPIB"	0.214
"ARF1"	"PPP3CC"	0.139
"ARF1"	"PSMA4"	0.085
"ARF1"	"PSMA7"	0.085
"ARF1"	"PSMB4"	0.085
"ARF1"	"PSMC4"	0.179
"ARF1"	"RAB5B"	0.517
"ARF1"	"RAB5C"	0.464
"ARF1"	"RPL4"	0.258
"ARF1"	"RPL8"	0.261
"ARF1"	"RPL11"	0.368
"ARF1"	"RPL15"	0.261
"ARF1"	"RPL18"	0.261
"ARF1"	"RPL30"	0.355
"ARF1"	"RPL27A"	0.258
"ARF1"	"RPL32"	0.261
"ARF1"	"RPL36AL"	NA
"ARF1"	"RPL37"	0.258
"ARF1"	"RPLP0"	0.395
"ARF1"	"RPLP2"	0.258
"ARF1"	"RPN1"	0.082
"ARF1"	"RPS2"	0.298
"ARF1"	"RPS9"	0.311
"ARF1"	"RPS23"	0.303
"ARF1"	"SURF4"	0.405
"ARF1"	"UQCRC2"	0.253
"ARF1"	"RPL14"	0.303
"ARF1"	"RAB11B"	0.508
"ARF1"	"ARFRP1"	0.457
"ARF1"	"RPL35"	0.289
"ARF1"	"EXOSC7"	0.185
"ARF1"	"PIP5K1C"	0.534
"ARF1"	"RPL13A"	0.381
"ARF1"	"GSPT2"	0.164
"ARF1"	"PYCR2"	0.13
"ARF1"	"SEC61A1"	0.32
"ARF1"	"VPS28"	0.416
"ARF1"	"BET1L"	0.318
"ARF1"	"CAB39"	0.373
"ARF1"	"PPAN"	0.501
"ARF1"	"SMAP1"	0.846
"ARF1"	"TRAPPC5"	0.333
"ARF1"	"TUBB"	0.3
"RHOG"	"CSK"	0.388
"RHOG"	"CYBA"	0.373
"RHOG"	"GNAI2"	0.477
"RHOG"	"HCK"	0.528
"RHOG"	"SOS1"	0.587
"RHOG"	"SPI1"	0.436
"RHOG"	"STAT3"	0.453
"RHOG"	"VAV1"	0.594
"RHOG"	"STK24"	0.49
"RHOG"	"RHOBTB1"	0.698
"RHOG"	"ARHGEF16"	0.67
"RHOG"	"ARHGAP17"	0.608
"RHOG"	"ARHGAP9"	0.515
"RHOG"	"FGD3"	0.704
"RHOG"	"RHOT2"	0.511
"ARR3"	"ARRB2"	NA
"ARR3"	"FSHR"	NA
"ARR3"	"CXCR4"	NA
"ARRB2"	"CSK"	0.445
"ARRB2"	"DYNC1H1"	0.305
"ARRB2"	"EEF2"	0.373
"ARRB2"	"HCK"	0.535
"ARRB2"	"MYL6"	0.141
"ARRB2"	"NONO"	0.386
"ARRB2"	"RAB5C"	0.357
"ARRB2"	"RANGAP1"	0.182
"ARRB2"	"RPL4"	0.309
"ARRB2"	"RPL7"	0.328
"ARRB2"	"RPL11"	0.507
"ARRB2"	"RPL18"	0.315
"ARRB2"	"RPLP0"	0.391
"ARRB2"	"RPLP2"	0.309
"ARRB2"	"CXCR4"	0.55
"ARRB2"	"RBM10"	NA
"ARRB2"	"RPL14"	0.327
"ARRB2"	"NUDC"	0.081
"ARRB2"	"RPL35"	0.32
"ARRB2"	"ARHGAP17"	0.315
"ASIP"	"F11R"	0.144
"ASL"	"DDOST"	0.287
"ASL"	"GLUD2"	0.595
"ASL"	"GNB2"	0.02
"ASL"	"PPIB"	0.07
"ASL"	"RPL4"	0.432
"ASL"	"RPLP2"	0.432
"ASNA1"	"CSNK2B"	0.223
"ASNA1"	"ECHS1"	0.019
"ASNA1"	"EEF1G"	0.068
"ASNA1"	"EEF2"	0.191
"ASNA1"	"EIF5A"	0.342
"ASNA1"	"GNAI2"	0.189
"ASNA1"	"GNB1"	0.262
"ASNA1"	"GNB2"	0.135
"ASNA1"	"GTF2H4"	0.254
"ASNA1"	"HINT1"	0.171
"ASNA1"	"MARS"	0.215
"ASNA1"	"NDUFV1"	0.114
"ASNA1"	"NONO"	0.171
"ASNA1"	"P2RY11"	0.241
"ASNA1"	"PCBP1"	0.016
"ASNA1"	"PFDN1"	NA
"ASNA1"	"POLR2L"	0.107
"ASNA1"	"PPIB"	0.039
"ASNA1"	"PSMA4"	0.017
"ASNA1"	"PSMA7"	0.017
"ASNA1"	"PSMB4"	0.017
"ASNA1"	"PSMC4"	0.077
"ASNA1"	"RPL4"	0.369
"ASNA1"	"RPLP2"	0.369
"ASNA1"	"MRPS12"	0.078
"ASNA1"	"RPS9"	0.308
"ASNA1"	"USP5"	0.043
"ASNA1"	"CLPP"	0.016
"ASNA1"	"ZBED1"	0.126
"ASNA1"	"ATP6V1F"	0.402
"ASNA1"	"MPHOSPH6"	0.145
"ASNA1"	"NUDC"	0.008
"ASNA1"	"RPL35"	0.349
"ASNA1"	"GABARAP"	0.383
"ASNA1"	"HSPBP1"	0.058
"ASNA1"	"GSPT2"	0.094
"ASNA1"	"TXN2"	0.016
"ASNA1"	"TIMM13"	0.436
"ASNA1"	"SEC61A1"	0.701
"ASNA1"	"FIS1"	0.307
"ASNA1"	"ISYNA1"	0.014
"ASNA1"	"PPAN"	0.295
"ASNA1"	"EXOSC5"	0.122
"ASNA1"	"XAB2"	0.188
"ASNA1"	"LSM2"	0.036
"ASNA1"	"MUS81"	0.307
"ASNA1"	"YIF1B"	0.492
"ASNA1"	"KLHDC3"	0.523
"ASNA1"	"TRAPPC5"	0.42
"ASNA1"	"TUBB"	0.225
"ATP5G1"	"ATP5G2"	NA
"ATP5G1"	"COX7C"	NA
"ATP5G1"	"TIMM8A"	NA
"ATP5G1"	"ECHS1"	NA
"ATP5G1"	"EIF5A"	NA
"ATP5G1"	"IDH2"	NA
"ATP5G1"	"MDH2"	NA
"ATP5G1"	"NDUFA3"	NA
"ATP5G1"	"NDUFB7"	NA
"ATP5G1"	"NDUFB10"	NA
"ATP5G1"	"NDUFV1"	NA
"ATP5G1"	"MRPS12"	NA
"ATP5G1"	"SDHC"	NA
"ATP5G1"	"UQCRC2"	NA
"ATP5G1"	"COX7A2L"	NA
"ATP5G1"	"COX5A"	NA
"ATP5G1"	"TXN2"	NA
"ATP5G1"	"TIMM13"	NA
"ATP5G1"	"UQCRQ"	NA
"ATP5G1"	"NDUFB11"	NA
"ATP5G1"	"MRPL16"	NA
"ATP5G1"	"MRPL17"	NA
"ATP5G1"	"MRPS24"	NA
"ATP5G1"	"CHCHD4"	NA
"ATP5G2"	"COX7C"	NA
"ATP5G2"	"EIF5A"	NA
"ATP5G2"	"MDH2"	NA
"ATP5G2"	"NDUFB7"	NA
"ATP5G2"	"NDUFB10"	NA
"ATP5G2"	"NDUFV1"	NA
"ATP5G2"	"MRPS12"	NA
"ATP5G2"	"SDHC"	NA
"ATP5G2"	"UQCRC2"	NA
"ATP5G2"	"RBM10"	NA
"ATP5G2"	"COX7A2L"	NA
"ATP5G2"	"COX5A"	NA
"ATP5G2"	"TIMM13"	NA
"ATP5G2"	"UQCRQ"	NA
"ATP5G2"	"NDUFB11"	NA
"ATP5G2"	"MRPL16"	NA
"ATP6AP1"	"IGF2R"	0.387
"ATP6AP1"	"LAMP1"	0.464
"ATP6AP1"	"ATP6V1F"	0.579
"ATP6AP1"	"NDFIP1"	0.53
"KIF1A"	"GIT1"	0.015
"BAD"	"BID"	0.667
"BAD"	"MCL1"	0.56
"BAD"	"PPP3CC"	0.236
"BAD"	"HRK"	0.51
"BAD"	"PIM2"	0.553
"BAD"	"BBC3"	0.703
"BCL3"	"NFKB2"	0.521
"BCL3"	"RELB"	0.54
"BCL3"	"STAT3"	0.498
"BCL3"	"HDAC3"	0.558
"BID"	"CSNK1E"	0.345
"BID"	"CSNK2B"	0.365
"BID"	"MCL1"	0.633
"BID"	"MSN"	0.311
"BID"	"RIPK1"	0.589
"BID"	"SQSTM1"	0.615
"BID"	"BBC3"	0.817
"ZFP36L1"	"EXOSC7"	0.342
"ZFP36L1"	"EXOSC3"	0.438
"ZFP36L1"	"EXOSC5"	0.375
"BST2"	"IRF7"	0.585
"BST2"	"HARS2"	0.012
"C8G"	"LCN1"	0.678
"PTTG1IP"	"LAMP1"	0.458
"PTTG1IP"	"RNF149"	0.794
"CACNA1A"	"GNB1"	0.364
"CACNA1A"	"GNB2"	0.146
"CACNA1A"	"GRN"	0.351
"CACNA1A"	"PRKCG"	0.271
"CACNA1A"	"CACNA2D4"	0.371
"CACNA1A"	"TUBB2B"	0.183
"CAMK2A"	"HRAS"	0.549
"CAMK2A"	"ITGA2B"	0.271
"CAMK2A"	"MEF2D"	0.224
"CAMK2A"	"SRF"	0.432
"CAMK2A"	"SYNGAP1"	0.449
"CAMK2A"	"SQSTM1"	0.508
"CAMK2A"	"CLSTN3"	0.306
"CAMK2A"	"GIT1"	0.238
"CAMK2A"	"CACNA2D4"	0.22
"CD7"	"CTSL"	0.282
"CD7"	"SPN"	0.452
"CD22"	"CD68"	0.663
"CD22"	"CD72"	0
"CD22"	"CD79A"	0.66
"CD22"	"SPN"	0.449
"CD22"	"TNFRSF13B"	0.513
"ENTPD2"	"POLR2L"	0.374
"CD53"	"GGT1"	0.149
"CD53"	"HLA-DRB1"	0.458
"CD53"	"SPN"	0.433
"CD63"	"HLA-DRA"	0.306
"CD63"	"IGF2R"	0.515
"CD63"	"LAMP1"	0.514
"CD63"	"MSN"	0.498
"CD63"	"SPARC"	0.492
"CD63"	"SRF"	0.32
"CD68"	"CYBA"	0.997
"CD68"	"HLA-DMA"	0.402
"CD68"	"SPI1"	0.385
"CD68"	"VWF"	0.784
"CD72"	"CD79A"	0
"CD72"	"HLA-DRB1"	0
"CD72"	"SELL"	0.983
"CD79A"	"CSK"	0.518
"CD79A"	"SELL"	0.46
"CD79A"	"SLAMF1"	0.387
"CD79A"	"SOS1"	0.429
"CD79A"	"TNFRSF13B"	0.592
"CD79A"	"LAT"	0.547
"CD79A"	"FATE1"	0.059
"CDA"	"CES2"	0.291
"CDA"	"NT5M"	0.497
"CDC25A"	"CKS1B"	0.596
"CDC25A"	"CSNK1E"	0.479
"CDC25A"	"FOXM1"	0.562
"CDC25A"	"HCFC1"	0.438
"CDC25A"	"HRAS"	0.528
"CDC25A"	"NPM1"	0.434
"CDC25A"	"PLK1"	0.614
"CDC25A"	"PSMA4"	0.321
"CDC25A"	"PSMA7"	0.321
"CDC25A"	"PSMB4"	0.321
"CDC25A"	"PSMC4"	0.322
"CDC25A"	"RRM2"	0.469
"CDC25A"	"MCM3AP"	NA
"CDC25A"	"PKMYT1"	0.66
"CDC25A"	"NUDC"	0.154
"CDC25A"	"PSME4"	0.281
"CDC25A"	"PPAN"	0.022
"CEBPA"	"DBP"	0.398
"CEBPA"	"GATA2"	0.637
"CEBPA"	"SPI1"	0.622
"CEBPA"	"PIAS1"	0.52
"CEBPA"	"MTA1"	0.428
"CEBPA"	"BATF"	0.459
"CHRNG"	"RAPSN"	0.473
"CKS1B"	"CSNK2B"	0.191
"CKS1B"	"DDOST"	0.172
"CKS1B"	"DDX11"	0.277
"CKS1B"	"EEF1G"	0.145
"CKS1B"	"EEF2"	0.281
"CKS1B"	"EIF4A2"	0.341
"CKS1B"	"EIF5A"	0.178
"CKS1B"	"FANCG"	0.131
"CKS1B"	"FOXM1"	0.451
"CKS1B"	"FRG1"	0.164
"CKS1B"	"GNB1"	0.111
"CKS1B"	"GNB2"	0.117
"CKS1B"	"GTF2H4"	0.201
"CKS1B"	"KIFC1"	0.566
"CKS1B"	"MARS"	0.152
"CKS1B"	"NONO"	0.173
"CKS1B"	"NPM1"	0.264
"CKS1B"	"P2RY11"	0.172
"CKS1B"	"PCBP1"	0.121
"CKS1B"	"PCBP2"	0.139
"CKS1B"	"PLK1"	0.518
"CKS1B"	"POLR2L"	0.203
"CKS1B"	"PPIB"	0.149
"CKS1B"	"PSMA4"	0.275
"CKS1B"	"PSMA7"	0.275
"CKS1B"	"PSMB4"	0.275
"CKS1B"	"PSMC4"	0.299
"CKS1B"	"RAB5B"	0.065
"CKS1B"	"RAB5C"	0.074
"CKS1B"	"RPL4"	0.213
"CKS1B"	"RPL7"	0.173
"CKS1B"	"RPL8"	0.222
"CKS1B"	"RPL10"	0.218
"CKS1B"	"RPL11"	0.235
"CKS1B"	"RPL15"	0.222
"CKS1B"	"RPL30"	0.173
"CKS1B"	"RPL27A"	0.213
"CKS1B"	"RPL32"	0.222
"CKS1B"	"RPL36AL"	NA
"CKS1B"	"RPLP0"	0.19
"CKS1B"	"RPLP2"	0.213
"CKS1B"	"MRPS12"	0.25
"CKS1B"	"RPN1"	0.302
"CKS1B"	"RPS2"	0.287
"CKS1B"	"RPS9"	0.248
"CKS1B"	"RRM2"	0.554
"CKS1B"	"SET"	0.238
"CKS1B"	"SH3GL1"	0.139
"CKS1B"	"SMARCD3"	0.224
"CKS1B"	"SP1"	0.285
"CKS1B"	"SURF4"	0.128
"CKS1B"	"TBCA"	0.024
"CKS1B"	"UGP2"	0.208
"CKS1B"	"UNG"	0.192
"CKS1B"	"ZNF35"	0.182
"CKS1B"	"HIST1H2AC"	0.11
"CKS1B"	"HDAC3"	0.311
"CKS1B"	"BAZ1B"	0.245
"CKS1B"	"RPL14"	0.179
"CKS1B"	"PKMYT1"	0.799
"CKS1B"	"ZBED1"	0.452
"CKS1B"	"ARPC1B"	0.186
"CKS1B"	"PRMT5"	0.292
"CKS1B"	"TACC3"	0.46
"CKS1B"	"MYBBP1A"	0.339
"CKS1B"	"POLD3"	0.241
"CKS1B"	"NUDC"	0.011
"CKS1B"	"RPL35"	0.201
"CKS1B"	"DNAJC9"	0.271
"CKS1B"	"HARS2"	0.234
"CKS1B"	"RPL13A"	0.242
"CKS1B"	"KPNA6"	0
"CKS1B"	"TIMM13"	0.014
"CKS1B"	"PYCR2"	0.14
"CKS1B"	"SEC61A1"	0.007
"CKS1B"	"CTNNBL1"	0.178
"CKS1B"	"PPAN"	0.02
"CKS1B"	"EXOSC5"	0.18
"CKS1B"	"XAB2"	0.163
"CKS1B"	"PLSCR3"	0.067
"CKS1B"	"LSM2"	0.176
"CKS1B"	"MRPL17"	0.207
"CKS1B"	"CHTF18"	0.531
"CKS1B"	"CENPH"	0.019
"CKS1B"	"PDCL3"	0.338
"CKS1B"	"MUS81"	0.351
"CKS1B"	"ANP32E"	0.021
"CKS1B"	"SHKBP1"	0.234
"CKS1B"	"FTSJ3"	0.171
"CKS1B"	"TRAPPC5"	0.015
"CKS1B"	"TUBB"	0.348
"CKS1B"	"POLR2J2"	NA
"CKS1B"	"TSEN54"	0.098
"CLCN7"	"LAMP1"	0.217
"CNGA2"	"KCNK9"	NA
"CNTFR"	"CRK"	0.423
"CNTFR"	"CTF1"	0.639
"COMT"	"CSNK2B"	0.119
"COMT"	"DBH"	0.609
"COMT"	"HINT1"	0.254
"COMT"	"MDH2"	0.243
"COMT"	"PNMT"	0.907
"COMT"	"RGS2"	0.077
"KLF6"	"PGK1"	0.381
"KLF6"	"RPLP2"	0.37
"KLF6"	"SP1"	0.654
"KLF6"	"HDAC3"	0.412
"KLF6"	"ARPC5"	0.336
"KLF6"	"ARPC1B"	0.374
"COX7C"	"TIMM8A"	0
"COX7C"	"HINT1"	0.303
"COX7C"	"IDH2"	0.557
"COX7C"	"MDH2"	0.632
"COX7C"	"NDUFA3"	0.631
"COX7C"	"NDUFB7"	0.631
"COX7C"	"NDUFB10"	0.631
"COX7C"	"NDUFV1"	0.695
"COX7C"	"MRPS12"	0.231
"COX7C"	"SDHC"	0.694
"COX7C"	"UQCRC2"	0.738
"COX7C"	"COX7A2L"	0.577
"COX7C"	"COX5A"	1
"COX7C"	"TIMM13"	0.013
"COX7C"	"UQCRQ"	0.791
"COX7C"	"NDUFB11"	0.022
"COX7C"	"MRPL16"	0.214
"COX7C"	"MRPS24"	0.214
"COX7C"	"CHCHD4"	0.22
"CRK"	"CSK"	0.464
"CRK"	"DNM2"	0.547
"CRK"	"EPHB3"	0.627
"CRK"	"GP9"	0.287
"CRK"	"HSPB1"	0.536
"CRK"	"ITGA2B"	0.342
"CRK"	"KRT16"	0.384
"CRK"	"PRKCG"	0.408
"CRK"	"SOS1"	0.613
"CRK"	"STAT5A"	0.439
"CRK"	"TAL1"	0.425
"CRK"	"VAV1"	0.67
"CRK"	"VWF"	0.447
"CRK"	"NCK2"	0.655
"CRK"	"SOCS1"	0.526
"CRK"	"TNK2"	0.468
"CRK"	"EFS"	0.41
"CRK"	"TGOLN2"	0.2
"CRK"	"FRS3"	0.416
"CRK"	"FASTK"	0.302
"CRK"	"SH3BP1"	0.626
"CRK"	"HSPBP1"	0.202
"CRK"	"OPTC"	NA
"CRK"	"ARHGAP17"	0.469
"CRK"	"THOC2"	0.237
"CRK"	"MICAL1"	0.462
"CSF3R"	"HCK"	0.335
"CSF3R"	"STAT3"	0.385
"CSK"	"CSNK2B"	0.38
"CSK"	"DYNC1H1"	0.349
"CSK"	"DNM2"	0.34
"CSK"	"FAU"	NA
"CSK"	"FLII"	NA
"CSK"	"GNAI2"	0.225
"CSK"	"HCK"	0.484
"CSK"	"HLA-DRB1"	0.47
"CSK"	"ITGA2B"	0.378
"CSK"	"SOS1"	0.48
"CSK"	"STAT3"	0.317
"CSK"	"STAT5A"	0.296
"CSK"	"VAV1"	0.522
"CSK"	"VWF"	0.351
"CSK"	"STK24"	0.464
"CSK"	"NCK2"	0.485
"CSK"	"PSTPIP1"	0.263
"CSK"	"ARHGAP17"	0.31
"CSK"	"ILKAP"	NA
"CSK"	"TUBB"	0.283
"CSNK1E"	"CSNK2B"	0.488
"CSNK1E"	"DYNC1H1"	0.396
"CSNK1E"	"EEF2"	0.325
"CSNK1E"	"EIF4A2"	0.257
"CSNK1E"	"EIF5A"	0.314
"CSNK1E"	"GNB1"	0.343
"CSNK1E"	"GNB2"	0.186
"CSNK1E"	"GYS1"	0.259
"CSNK1E"	"NONO"	0.419
"CSNK1E"	"PCBP2"	0.294
"CSNK1E"	"PCNT"	0.375
"CSNK1E"	"PLK1"	0.657
"CSNK1E"	"PSMC4"	0.288
"CSNK1E"	"RPLP2"	0.323
"CSNK1E"	"RPS9"	0.362
"CSNK1E"	"USP11"	0.568
"CSNK1E"	"MTA2"	0.219
"CSNK1E"	"PRMT5"	0.44
"CSNK1E"	"TUBGCP2"	0.135
"CSNK1E"	"GSPT2"	0.252
"CSNK1E"	"SMAP1"	0.689
"CSNK1E"	"KLHDC3"	0.294
"CSNK2B"	"DDOST"	0.38
"CSNK2B"	"DYNC1H1"	0.349
"CSNK2B"	"EEF2"	0.302
"CSNK2B"	"EIF4A2"	0.19
"CSNK2B"	"EIF5A"	0.271
"CSNK2B"	"FAU"	NA
"CSNK2B"	"GNB1"	0.424
"CSNK2B"	"GNB2"	0.203
"CSNK2B"	"GTF2H4"	0.279
"CSNK2B"	"HCFC1"	0.335
"CSNK2B"	"HINT1"	0.367
"CSNK2B"	"MARS"	0.284
"CSNK2B"	"MDH2"	0.098
"CSNK2B"	"MYL6"	0.147
"CSNK2B"	"NDUFB7"	0.183
"CSNK2B"	"NDUFB10"	0.183
"CSNK2B"	"NDUFV1"	0.201
"CSNK2B"	"NONO"	0.296
"CSNK2B"	"NPM1"	0.488
