"symbol1"	"symbol2"	"MF"
"AKT1"	"GNAI2"	0.591
"AKT1"	"GNB2"	0.596
"AKT1"	"GYS1"	0.565
"AKT1"	"HRAS"	0.608
"AKT1"	"HSPB1"	0.628
"AKT1"	"IRF3"	0.641
"AKT1"	"ITGA2B"	0.633
"AKT1"	"ITGB4"	0.546
"AKT1"	"MCL1"	0.6
"AKT1"	"MEF2D"	0.563
"AKT1"	"MSN"	0.614
"AKT1"	"NONO"	0.615
"AKT1"	"NPM1"	0.582
"AKT1"	"PCBP1"	0.581
"AKT1"	"SERPINB5"	0.574
"AKT1"	"PLK1"	0.791
"AKT1"	"PPP2R5A"	0.567
"AKT1"	"PSMA7"	0.629
"AKT1"	"PSMB4"	0.574
"AKT1"	"PSMC4"	0.574
"AKT1"	"RPL7"	0.634
"AKT1"	"RPS2"	0.599
"AKT1"	"RPS9"	0.55
"AKT1"	"SDHC"	0.232
"AKT1"	"SOS1"	0.619
"AKT1"	"ST14"	0.298
"AKT1"	"STAT3"	0.643
"AKT1"	"STAT5A"	0.668
"AKT1"	"STK11"	0.729
"AKT1"	"TNF"	0.634
"AKT1"	"TPM2"	0.499
"AKT1"	"TSC2"	0.651
"AKT1"	"NCK2"	0.536
"AKT1"	"PIAS1"	0.562
"AKT1"	"KHSRP"	0.566
"AKT1"	"HDAC3"	0.574
"AKT1"	"SPHK1"	0.597
"AKT1"	"NUDC"	0.574
"AKT1"	"PLEKHO1"	1
"AKT1"	"SYTL1"	0.559
"AKT1"	"RASL10B"	NA
"AKT1"	"TUBB"	0.591
"ALAS2"	"SARDH"	0.24
"ALAS2"	"HBD"	0.538
"ALAS2"	"LSS"	0.028
"ALAS2"	"MDH2"	0.319
"ALAS2"	"NDUFV1"	0.261
"ALAS2"	"FIS1"	0.601
"ALOX5AP"	"CD53"	1
"ALOX5AP"	"CD68"	NA
"ALOX5AP"	"HLA-DRB1"	0.11
"ALOX5AP"	"PLP2"	0.474
"ALOX5AP"	"S100A6"	0.471
"ALOX5AP"	"TBXAS1"	0
"ALOX5AP"	"LST1"	NA
"ALOX5AP"	"VAMP8"	0.414
"AMBP"	"CD79A"	0.556
"ANXA5"	"EEF2"	0.557
"ANXA5"	"MSN"	0.575
"ANXA5"	"PGK1"	0.506
"ANXA5"	"PPIB"	0.528
"ANXA5"	"CRTAP"	0.636
"ANXA11"	"HLA-DRA"	0.596
"ANXA11"	"S100A6"	0.759
"APLP1"	"CPE"	0.29
"APLP1"	"VGF"	NA
"ARF1"	"ASNA1"	0.687
"ARF1"	"CKS1B"	0.624
"ARF1"	"CSNK2B"	0.704
"ARF1"	"CTSL"	0.568
"ARF1"	"DDOST"	0.595
"ARF1"	"DYNC1H1"	0.678
"ARF1"	"EEF1G"	0.705
"ARF1"	"EEF2"	0.749
"ARF1"	"EIF4A2"	0.832
"ARF1"	"EIF5A"	0.726
"ARF1"	"FAU"	1
"ARF1"	"GNB1"	0.793
"ARF1"	"GNB2"	0.793
"ARF1"	"HLA-DRB1"	0.127
"ARF1"	"HRAS"	0.857
"ARF1"	"MSN"	0.692
"ARF1"	"NPM1"	0.634
"ARF1"	"PCBP1"	0.765
"ARF1"	"PGK1"	0.617
"ARF1"	"PLK1"	0.667
"ARF1"	"PPIB"	0.642
"ARF1"	"PPP3CC"	0.644
"ARF1"	"PSMA4"	0.718
"ARF1"	"PSMA7"	0.724
"ARF1"	"PSMB4"	0.718
"ARF1"	"PSMC4"	0.78
"ARF1"	"RAB5B"	0.805
"ARF1"	"RAB5C"	0.853
"ARF1"	"RPL4"	0.755
"ARF1"	"RPL8"	0.592
"ARF1"	"RPL11"	0.719
"ARF1"	"RPL15"	0.741
"ARF1"	"RPL18"	0.592
"ARF1"	"RPL30"	0.755
"ARF1"	"RPL27A"	0.755
"ARF1"	"RPL32"	0.592
"ARF1"	"RPL36AL"	1
"ARF1"	"RPL37"	0.592
"ARF1"	"RPLP0"	0.722
"ARF1"	"RPLP2"	0.679
"ARF1"	"RPN1"	0.727
"ARF1"	"RPS2"	0.728
"ARF1"	"RPS9"	0.705
"ARF1"	"RPS23"	0.755
"ARF1"	"SURF4"	1
"ARF1"	"UQCRC2"	0.682
"ARF1"	"RPL14"	0.741
"ARF1"	"RAB11B"	0.819
"ARF1"	"ARFRP1"	0.824
"ARF1"	"RPL35"	0.621
"ARF1"	"EXOSC7"	0.734
"ARF1"	"PIP5K1C"	0.518
"ARF1"	"RPL13A"	0.621
"ARF1"	"GSPT2"	0.843
"ARF1"	"PYCR2"	0.634
"ARF1"	"SEC61A1"	0.595
"ARF1"	"VPS28"	0.683
"ARF1"	"BET1L"	0.411
"ARF1"	"CAB39"	0.616
"ARF1"	"PPAN"	0.625
"ARF1"	"SMAP1"	NA
"ARF1"	"TRAPPC5"	0.69
"ARF1"	"TUBB"	0.694
"RHOG"	"CSK"	0.674
"RHOG"	"CYBA"	0.593
"RHOG"	"GNAI2"	0.844
"RHOG"	"HCK"	0.625
"RHOG"	"SOS1"	0.669
"RHOG"	"SPI1"	0.588
"RHOG"	"STAT3"	0.662
"RHOG"	"VAV1"	0.631
"RHOG"	"STK24"	0.675
"RHOG"	"RHOBTB1"	0.954
"RHOG"	"ARHGEF16"	0.685
"RHOG"	"ARHGAP17"	0.659
"RHOG"	"ARHGAP9"	0.64
"RHOG"	"FGD3"	0.533
"RHOG"	"RHOT2"	0.954
"ARR3"	"ARRB2"	1
"ARR3"	"FSHR"	1
"ARR3"	"CXCR4"	1
"ARRB2"	"CSK"	0.66
"ARRB2"	"DYNC1H1"	0.598
"ARRB2"	"EEF2"	0.689
"ARRB2"	"HCK"	0.702
"ARRB2"	"MYL6"	0.611
"ARRB2"	"NONO"	0.652
"ARRB2"	"RAB5C"	0.65
"ARRB2"	"RANGAP1"	0.672
"ARRB2"	"RPL4"	0.723
"ARRB2"	"RPL7"	0.71
"ARRB2"	"RPL11"	0.738
"ARRB2"	"RPL18"	0.5
"ARRB2"	"RPLP0"	0.67
"ARRB2"	"RPLP2"	0.724
"ARRB2"	"CXCR4"	0.555
"ARRB2"	"RBM10"	0.676
"ARRB2"	"RPL14"	0.713
"ARRB2"	"NUDC"	0.685
"ARRB2"	"RPL35"	0.506
"ARRB2"	"ARHGAP17"	0.679
"ASIP"	"F11R"	0.811
"ASL"	"DDOST"	0.517
"ASL"	"GLUD2"	0.241
"ASL"	"GNB2"	0.65
"ASL"	"PPIB"	0.553
"ASL"	"RPL4"	0.648
"ASL"	"RPLP2"	0.636
"ASNA1"	"CSNK2B"	0.619
"ASNA1"	"ECHS1"	0.541
"ASNA1"	"EEF1G"	0.624
"ASNA1"	"EEF2"	0.601
"ASNA1"	"EIF5A"	0.54
"ASNA1"	"GNAI2"	0.636
"ASNA1"	"GNB1"	0.702
"ASNA1"	"GNB2"	0.702
"ASNA1"	"GTF2H4"	0.64
"ASNA1"	"HINT1"	0.546
"ASNA1"	"MARS"	0.048
"ASNA1"	"NDUFV1"	0.261
"ASNA1"	"NONO"	0.601
"ASNA1"	"P2RY11"	0.346
"ASNA1"	"PCBP1"	0.606
"ASNA1"	"PFDN1"	0.424
"ASNA1"	"POLR2L"	0.441
"ASNA1"	"PPIB"	0.537
"ASNA1"	"PSMA4"	0.652
"ASNA1"	"PSMA7"	0.669
"ASNA1"	"PSMB4"	0.652
"ASNA1"	"PSMC4"	0.771
"ASNA1"	"RPL4"	0.607
"ASNA1"	"RPLP2"	0.589
"ASNA1"	"MRPS12"	0.607
"ASNA1"	"RPS9"	0.546
"ASNA1"	"USP5"	0.578
"ASNA1"	"CLPP"	0.645
"ASNA1"	"ZBED1"	0.532
"ASNA1"	"ATP6V1F"	0.711
"ASNA1"	"MPHOSPH6"	1
"ASNA1"	"NUDC"	0.612
"ASNA1"	"RPL35"	0.449
"ASNA1"	"GABARAP"	0.567
"ASNA1"	"HSPBP1"	0.554
"ASNA1"	"GSPT2"	0.648
"ASNA1"	"TXN2"	1
"ASNA1"	"TIMM13"	0.463
"ASNA1"	"SEC61A1"	0.553
"ASNA1"	"FIS1"	0.657
"ASNA1"	"ISYNA1"	0.522
"ASNA1"	"PPAN"	0.425
"ASNA1"	"EXOSC5"	0.59
"ASNA1"	"XAB2"	1
"ASNA1"	"LSM2"	0.552
"ASNA1"	"MUS81"	0.502
"ASNA1"	"YIF1B"	NA
"ASNA1"	"KLHDC3"	0.616
"ASNA1"	"TRAPPC5"	0.604
"ASNA1"	"TUBB"	0.549
"ATP5G1"	"ATP5G2"	NA
"ATP5G1"	"COX7C"	NA
"ATP5G1"	"TIMM8A"	NA
"ATP5G1"	"ECHS1"	NA
"ATP5G1"	"EIF5A"	NA
"ATP5G1"	"IDH2"	NA
"ATP5G1"	"MDH2"	NA
"ATP5G1"	"NDUFA3"	NA
"ATP5G1"	"NDUFB7"	NA
"ATP5G1"	"NDUFB10"	NA
"ATP5G1"	"NDUFV1"	NA
"ATP5G1"	"MRPS12"	NA
"ATP5G1"	"SDHC"	NA
"ATP5G1"	"UQCRC2"	NA
"ATP5G1"	"COX7A2L"	NA
"ATP5G1"	"COX5A"	NA
"ATP5G1"	"TXN2"	NA
"ATP5G1"	"TIMM13"	NA
"ATP5G1"	"UQCRQ"	NA
"ATP5G1"	"NDUFB11"	NA
"ATP5G1"	"MRPL16"	NA
"ATP5G1"	"MRPL17"	NA
"ATP5G1"	"MRPS24"	NA
"ATP5G1"	"CHCHD4"	NA
"ATP5G2"	"COX7C"	NA
"ATP5G2"	"EIF5A"	NA
"ATP5G2"	"MDH2"	NA
"ATP5G2"	"NDUFB7"	NA
"ATP5G2"	"NDUFB10"	NA
"ATP5G2"	"NDUFV1"	NA
"ATP5G2"	"MRPS12"	NA
"ATP5G2"	"SDHC"	NA
"ATP5G2"	"UQCRC2"	NA
"ATP5G2"	"RBM10"	NA
"ATP5G2"	"COX7A2L"	NA
"ATP5G2"	"COX5A"	NA
"ATP5G2"	"TIMM13"	NA
"ATP5G2"	"UQCRQ"	NA
"ATP5G2"	"NDUFB11"	NA
"ATP5G2"	"MRPL16"	NA
"ATP6AP1"	"IGF2R"	0.223
"ATP6AP1"	"LAMP1"	0.702
"ATP6AP1"	"ATP6V1F"	0.572
"ATP6AP1"	"NDFIP1"	0.472
"KIF1A"	"GIT1"	0.771
"BAD"	"BID"	0.621
"BAD"	"MCL1"	0.585
"BAD"	"PPP3CC"	0.589
"BAD"	"HRK"	1
"BAD"	"PIM2"	0.642
"BAD"	"BBC3"	0.644
"BCL3"	"NFKB2"	0.668
"BCL3"	"RELB"	0.66
"BCL3"	"STAT3"	0.68
"BCL3"	"HDAC3"	0.661
"BID"	"CSNK1E"	0.694
"BID"	"CSNK2B"	0.678
"BID"	"MCL1"	0.597
"BID"	"MSN"	0.693
"BID"	"RIPK1"	0.687
"BID"	"SQSTM1"	0.598
"BID"	"BBC3"	0.712
"ZFP36L1"	"EXOSC7"	0.779
"ZFP36L1"	"EXOSC3"	0.731
"ZFP36L1"	"EXOSC5"	0.589
"BST2"	"IRF7"	0.719
"BST2"	"HARS2"	0.825
"C8G"	"LCN1"	NA
"PTTG1IP"	"LAMP1"	0.821
"PTTG1IP"	"RNF149"	0.407
"CACNA1A"	"GNB1"	0.571
"CACNA1A"	"GNB2"	0.571
"CACNA1A"	"GRN"	0.579
"CACNA1A"	"PRKCG"	0.244
"CACNA1A"	"CACNA2D4"	1
"CACNA1A"	"TUBB2B"	0.541
"CAMK2A"	"HRAS"	0.569
"CAMK2A"	"ITGA2B"	0.669
"CAMK2A"	"MEF2D"	0.564
"CAMK2A"	"SRF"	0.572
"CAMK2A"	"SYNGAP1"	NA
"CAMK2A"	"SQSTM1"	0.761
"CAMK2A"	"CLSTN3"	NA
"CAMK2A"	"GIT1"	1
"CAMK2A"	"CACNA2D4"	0.315
"CD7"	"CTSL"	0.624
"CD7"	"SPN"	0.166
"CD22"	"CD68"	NA
"CD22"	"CD72"	0.655
"CD22"	"CD79A"	0.576
"CD22"	"SPN"	0.244
"CD22"	"TNFRSF13B"	0.567
"ENTPD2"	"POLR2L"	0.557
"CD53"	"GGT1"	1
"CD53"	"HLA-DRB1"	0.316
"CD53"	"SPN"	0.542
"CD63"	"HLA-DRA"	1
"CD63"	"IGF2R"	1
"CD63"	"LAMP1"	1
"CD63"	"MSN"	1
"CD63"	"SPARC"	1
"CD63"	"SRF"	1
"CD68"	"CYBA"	NA
"CD68"	"HLA-DMA"	NA
"CD68"	"SPI1"	NA
"CD68"	"VWF"	NA
"CD72"	"CD79A"	0.823
"CD72"	"HLA-DRB1"	0.205
"CD72"	"SELL"	0.597
"CD79A"	"CSK"	0.723
"CD79A"	"SELL"	0.584
"CD79A"	"SLAMF1"	0.825
"CD79A"	"SOS1"	0.699
"CD79A"	"TNFRSF13B"	0.831
"CD79A"	"LAT"	0.741
"CD79A"	"FATE1"	0.826
"CDA"	"CES2"	0.426
"CDA"	"NT5M"	0.085
"CDC25A"	"CKS1B"	0.646
"CDC25A"	"CSNK1E"	0.653
"CDC25A"	"FOXM1"	0.698
"CDC25A"	"HCFC1"	0.533
"CDC25A"	"HRAS"	0.611
"CDC25A"	"NPM1"	0.57
"CDC25A"	"PLK1"	0.655
"CDC25A"	"PSMA4"	0.692
"CDC25A"	"PSMA7"	0.702
"CDC25A"	"PSMB4"	0.692
"CDC25A"	"PSMC4"	0.692
"CDC25A"	"RRM2"	0.578
"CDC25A"	"MCM3AP"	NA
"CDC25A"	"PKMYT1"	0.663
"CDC25A"	"NUDC"	0.643
"CDC25A"	"PSME4"	0.538
"CDC25A"	"PPAN"	0.404
"CEBPA"	"DBP"	0.74
"CEBPA"	"GATA2"	0.826
"CEBPA"	"SPI1"	0.857
"CEBPA"	"PIAS1"	0.696
"CEBPA"	"MTA1"	0.824
"CEBPA"	"BATF"	0.859
"CHRNG"	"RAPSN"	0.316
"CKS1B"	"CSNK2B"	0.69
"CKS1B"	"DDOST"	0.521
"CKS1B"	"DDX11"	0.464
"CKS1B"	"EEF1G"	0.635
"CKS1B"	"EEF2"	0.675
"CKS1B"	"EIF4A2"	0.605
"CKS1B"	"EIF5A"	0.557
"CKS1B"	"FANCG"	0.605
"CKS1B"	"FOXM1"	0.683
"CKS1B"	"FRG1"	0.641
"CKS1B"	"GNB1"	0.637
"CKS1B"	"GNB2"	0.637
"CKS1B"	"GTF2H4"	0.569
"CKS1B"	"KIFC1"	0.382
"CKS1B"	"MARS"	0.048
"CKS1B"	"NONO"	0.609
"CKS1B"	"NPM1"	0.638
"CKS1B"	"P2RY11"	0.287
"CKS1B"	"PCBP1"	0.616
"CKS1B"	"PCBP2"	0.695
"CKS1B"	"PLK1"	0.635
"CKS1B"	"POLR2L"	0.465
"CKS1B"	"PPIB"	0.554
"CKS1B"	"PSMA4"	0.619
"CKS1B"	"PSMA7"	0.638
"CKS1B"	"PSMB4"	0.619
"CKS1B"	"PSMC4"	0.62
"CKS1B"	"RAB5B"	0.557
"CKS1B"	"RAB5C"	0.58
"CKS1B"	"RPL4"	0.619
"CKS1B"	"RPL7"	0.632
"CKS1B"	"RPL8"	0.389
"CKS1B"	"RPL10"	0.583
"CKS1B"	"RPL11"	0.583
"CKS1B"	"RPL15"	0.619
"CKS1B"	"RPL30"	0.619
"CKS1B"	"RPL27A"	0.619
"CKS1B"	"RPL32"	0.389
"CKS1B"	"RPL36AL"	1
"CKS1B"	"RPLP0"	0.566
"CKS1B"	"RPLP2"	0.606
"CKS1B"	"MRPS12"	0.619
"CKS1B"	"RPN1"	0.588
"CKS1B"	"RPS2"	0.631
"CKS1B"	"RPS9"	0.562
"CKS1B"	"RRM2"	0.557
"CKS1B"	"SET"	0.67
"CKS1B"	"SH3GL1"	0.652
"CKS1B"	"SMARCD3"	0.506
"CKS1B"	"SP1"	0.588
"CKS1B"	"SURF4"	1
"CKS1B"	"TBCA"	0.633
"CKS1B"	"UGP2"	0.576
"CKS1B"	"UNG"	0.511
"CKS1B"	"ZNF35"	0.493
"CKS1B"	"HIST1H2AC"	0.741
"CKS1B"	"HDAC3"	0.573
"CKS1B"	"BAZ1B"	0.561
"CKS1B"	"RPL14"	0.619
"CKS1B"	"PKMYT1"	0.626
"CKS1B"	"ZBED1"	0.545
"CKS1B"	"ARPC1B"	0.592
"CKS1B"	"PRMT5"	0.461
"CKS1B"	"TACC3"	1
"CKS1B"	"MYBBP1A"	0.424
"CKS1B"	"POLD3"	0.581
"CKS1B"	"NUDC"	0.624
"CKS1B"	"RPL35"	0.411
"CKS1B"	"DNAJC9"	0.625
"CKS1B"	"HARS2"	0.61
"CKS1B"	"RPL13A"	0.411
"CKS1B"	"KPNA6"	0.556
"CKS1B"	"TIMM13"	0.294
"CKS1B"	"PYCR2"	0.555
"CKS1B"	"SEC61A1"	0.529
"CKS1B"	"CTNNBL1"	0.698
"CKS1B"	"PPAN"	0.385
"CKS1B"	"EXOSC5"	0.586
"CKS1B"	"XAB2"	1
"CKS1B"	"PLSCR3"	0.559
"CKS1B"	"LSM2"	0.575
"CKS1B"	"MRPL17"	0.374
"CKS1B"	"CHTF18"	0.527
"CKS1B"	"CENPH"	0.572
"CKS1B"	"PDCL3"	0.603
"CKS1B"	"MUS81"	0.477
"CKS1B"	"ANP32E"	0.492
"CKS1B"	"SHKBP1"	1
"CKS1B"	"FTSJ3"	0.516
"CKS1B"	"TRAPPC5"	0.636
"CKS1B"	"TUBB"	0.568
"CKS1B"	"POLR2J2"	0.101
"CKS1B"	"TSEN54"	0.552
"CLCN7"	"LAMP1"	0.661
"CNGA2"	"KCNK9"	0.373
"CNTFR"	"CRK"	0.528
"CNTFR"	"CTF1"	0.609
"COMT"	"CSNK2B"	0.636
"COMT"	"DBH"	0.446
"COMT"	"HINT1"	0.508
"COMT"	"MDH2"	0.305
"COMT"	"PNMT"	0.502
"COMT"	"RGS2"	0.518
"KLF6"	"PGK1"	0.538
"KLF6"	"RPLP2"	0.669
"KLF6"	"SP1"	0.832
"KLF6"	"HDAC3"	0.583
"KLF6"	"ARPC5"	0.647
"KLF6"	"ARPC1B"	0.647
"COX7C"	"TIMM8A"	0.229
"COX7C"	"HINT1"	0.383
"COX7C"	"IDH2"	0.139
"COX7C"	"MDH2"	0.139
"COX7C"	"NDUFA3"	0.323
"COX7C"	"NDUFB7"	0.323
"COX7C"	"NDUFB10"	0.323
"COX7C"	"NDUFV1"	0.323
"COX7C"	"MRPS12"	0.229
"COX7C"	"SDHC"	0.885
"COX7C"	"UQCRC2"	0.229
"COX7C"	"COX7A2L"	NA
"COX7C"	"COX5A"	1
"COX7C"	"TIMM13"	0.294
"COX7C"	"UQCRQ"	0.659
"COX7C"	"NDUFB11"	0.229
"COX7C"	"MRPL16"	0
"COX7C"	"MRPS24"	0.039
"COX7C"	"CHCHD4"	0.256
"CRK"	"CSK"	0.565
"CRK"	"DNM2"	0.656
"CRK"	"EPHB3"	0.209
"CRK"	"GP9"	1
"CRK"	"HSPB1"	0.579
"CRK"	"ITGA2B"	0.584
"CRK"	"KRT16"	0.543
"CRK"	"PRKCG"	0.171
"CRK"	"SOS1"	0.562
"CRK"	"STAT5A"	0.569
"CRK"	"TAL1"	0.59
"CRK"	"VAV1"	0.657
"CRK"	"VWF"	0.541
"CRK"	"NCK2"	0.739
"CRK"	"SOCS1"	0.525
"CRK"	"TNK2"	0.511
"CRK"	"EFS"	0.646
"CRK"	"TGOLN2"	1
"CRK"	"FRS3"	0.572
"CRK"	"FASTK"	0.561
"CRK"	"SH3BP1"	0.534
"CRK"	"HSPBP1"	0.535
"CRK"	"OPTC"	0.396
"CRK"	"ARHGAP17"	0.547
"CRK"	"THOC2"	0.565
"CRK"	"MICAL1"	0.595
"CSF3R"	"HCK"	0.513
"CSF3R"	"STAT3"	0.571
"CSK"	"CSNK2B"	0.744
"CSK"	"DYNC1H1"	0.571
"CSK"	"DNM2"	0.656
"CSK"	"FAU"	0.712
"CSK"	"FLII"	0.669
"CSK"	"GNAI2"	0.605
"CSK"	"HCK"	0.781
"CSK"	"HLA-DRB1"	0.123
"CSK"	"ITGA2B"	0.741
"CSK"	"SOS1"	0.628
"CSK"	"STAT3"	0.659
"CSK"	"STAT5A"	0.781
"CSK"	"VAV1"	0.654
"CSK"	"VWF"	0.626
"CSK"	"STK24"	0.8
"CSK"	"NCK2"	0.575
"CSK"	"PSTPIP1"	0.725
"CSK"	"ARHGAP17"	0.624
"CSK"	"ILKAP"	1
"CSK"	"TUBB"	0.588
"CSNK1E"	"CSNK2B"	0.773
"CSNK1E"	"DYNC1H1"	0.65
"CSNK1E"	"EEF2"	0.772
"CSNK1E"	"EIF4A2"	0.761
"CSNK1E"	"EIF5A"	0.743
"CSNK1E"	"GNB1"	0.703
"CSNK1E"	"GNB2"	0.703
"CSNK1E"	"GYS1"	0.636
"CSNK1E"	"NONO"	0.737
"CSNK1E"	"PCBP2"	0.814
"CSNK1E"	"PCNT"	1
"CSNK1E"	"PLK1"	0.795
"CSNK1E"	"PSMC4"	0.725
"CSNK1E"	"RPLP2"	0.702
"CSNK1E"	"RPS9"	0.717
"CSNK1E"	"USP11"	0.634
"CSNK1E"	"MTA2"	0.602
"CSNK1E"	"PRMT5"	0.582
"CSNK1E"	"TUBGCP2"	0.605
"CSNK1E"	"GSPT2"	0.757
"CSNK1E"	"SMAP1"	NA
"CSNK1E"	"KLHDC3"	0.729
"CSNK2B"	"DDOST"	0.63
"CSNK2B"	"DYNC1H1"	0.599
"CSNK2B"	"EEF2"	0.657
"CSNK2B"	"EIF4A2"	0.656
"CSNK2B"	"EIF5A"	0.617
"CSNK2B"	"FAU"	0.712
"CSNK2B"	"GNB1"	0.709
"CSNK2B"	"GNB2"	0.709
"CSNK2B"	"GTF2H4"	0.708
"CSNK2B"	"HCFC1"	0.68
"CSNK2B"	"HINT1"	0.457
"CSNK2B"	"MARS"	0.048
"CSNK2B"	"MDH2"	0.409
"CSNK2B"	"MYL6"	0.59
"CSNK2B"	"NDUFB7"	0.261
"CSNK2B"	"NDUFB10"	0.652
"CSNK2B"	"NDUFV1"	0.261
"CSNK2B"	"NONO"	0.724
"CSNK2B"	"NPM1"	0.774
"CSNK2B"	"P2RY11"	0.345
"CSNK2B"	"PCBP1"	0.66
"CSNK2B"	"PCBP2"	0.695
