"symbol1"	"symbol2"	"MF"
"AP2A1"	"RAB5B"	0.604
"AP2A1"	"RAB5C"	0.574
"AP2A1"	"RPN1"	0.604
"AP2A1"	"RPS9"	0.557
"AP2A1"	"RAB11B"	0.546
"AP2A1"	"PIP5K1C"	0.513
"AP2A1"	"RPL13A"	0.275
"AP2A1"	"BIN2"	0.683
"AP2A1"	"EPN3"	1
"AKT1"	"ARF1"	0.53
"AKT1"	"ARRB2"	0.564
"AKT1"	"BAD"	0.573
"AKT1"	"ZFP36L1"	0.451
"AKT1"	"CAMK2A"	0.783
"AKT1"	"CRK"	0.542
"AKT1"	"CSK"	0.74
"AKT1"	"DDOST"	0.497
"AKT1"	"EEF2"	0.484
"AKT1"	"EGR1"	0.415
"AKT1"	"EIF4EBP1"	0.468
"AKT1"	"FOXM1"	0.436
"AKT1"	"FLII"	0.482
"AKT1"	"GATA2"	0.445
"AKT1"	"GNAI2"	0.527
"AKT1"	"GNB2"	0.482
"AKT1"	"GYS1"	0.583
"AKT1"	"HRAS"	0.542
"AKT1"	"HSPB1"	0.588
"AKT1"	"IRF3"	0.485
"AKT1"	"ITGA2B"	0.524
"AKT1"	"ITGB4"	0.501
"AKT1"	"MCL1"	0.516
"AKT1"	"MEF2D"	0.418
"AKT1"	"MSN"	0.537
"AKT1"	"NONO"	0.459
"AKT1"	"NPM1"	0.555
"AKT1"	"PCBP1"	0.462
"AKT1"	"SERPINB5"	0.471
"AKT1"	"PLK1"	0.793
"AKT1"	"PPP2R5A"	0.498
"AKT1"	"PSMA7"	0.516
"AKT1"	"PSMB4"	0.462
"AKT1"	"PSMC4"	0.449
"AKT1"	"RPL7"	0.491
"AKT1"	"RPS2"	0.506
"AKT1"	"RPS9"	0.453
"AKT1"	"SDHC"	0.27
"AKT1"	"SOS1"	0.47
"AKT1"	"ST14"	0.142
"AKT1"	"STAT3"	0.496
"AKT1"	"STAT5A"	0.616
"AKT1"	"STK11"	0.733
"AKT1"	"TNF"	0.523
"AKT1"	"TPM2"	0.507
"AKT1"	"TSC2"	0.574
"AKT1"	"NCK2"	0.493
"AKT1"	"PIAS1"	0.514
"AKT1"	"KHSRP"	0.452
"AKT1"	"HDAC3"	0.535
"AKT1"	"SPHK1"	0.66
"AKT1"	"NUDC"	0.503
"AKT1"	"PLEKHO1"	1
"AKT1"	"SYTL1"	0.482
"AKT1"	"RASL10B"	NA
"AKT1"	"TUBB"	0.535
"ALAS2"	"SARDH"	0.214
"ALAS2"	"HBD"	0.547
"ALAS2"	"LSS"	0.158
"ALAS2"	"MDH2"	0.247
"ALAS2"	"NDUFV1"	0.128
"ALAS2"	"FIS1"	0.614
"ALOX5AP"	"CD53"	1
"ALOX5AP"	"CD68"	NA
"ALOX5AP"	"HLA-DRB1"	0.294
"ALOX5AP"	"PLP2"	0.49
"ALOX5AP"	"S100A6"	0.57
"ALOX5AP"	"TBXAS1"	0.234
"ALOX5AP"	"LST1"	NA
"ALOX5AP"	"VAMP8"	0.463
"AMBP"	"CD79A"	0.642
"ANXA5"	"EEF2"	0.501
"ANXA5"	"MSN"	0.544
"ANXA5"	"PGK1"	0.406
"ANXA5"	"PPIB"	0.517
"ANXA5"	"CRTAP"	0.59
"ANXA11"	"HLA-DRA"	0.629
"ANXA11"	"S100A6"	0.776
"APLP1"	"CPE"	0.535
"APLP1"	"VGF"	0.477
"ARF1"	"ASNA1"	0.6
"ARF1"	"CKS1B"	0.578
"ARF1"	"CSNK2B"	0.603
"ARF1"	"CTSL"	0.577
"ARF1"	"DDOST"	0.497
"ARF1"	"DYNC1H1"	0.747
"ARF1"	"EEF1G"	0.605
"ARF1"	"EEF2"	0.723
"ARF1"	"EIF4A2"	0.803
"ARF1"	"EIF5A"	0.751
"ARF1"	"FAU"	1
"ARF1"	"GNB1"	0.73
"ARF1"	"GNB2"	0.73
"ARF1"	"HLA-DRB1"	0.33
"ARF1"	"HRAS"	0.87
"ARF1"	"MSN"	0.685
"ARF1"	"NPM1"	0.654
"ARF1"	"PCBP1"	0.728
"ARF1"	"PGK1"	0.605
"ARF1"	"PLK1"	0.563
"ARF1"	"PPIB"	0.658
"ARF1"	"PPP3CC"	0.571
"ARF1"	"PSMA4"	0.568
"ARF1"	"PSMA7"	0.595
"ARF1"	"PSMB4"	0.568
"ARF1"	"PSMC4"	0.692
"ARF1"	"RAB5B"	0.845
"ARF1"	"RAB5C"	0.848
"ARF1"	"RPL4"	0.682
"ARF1"	"RPL8"	0.444
"ARF1"	"RPL11"	0.627
"ARF1"	"RPL15"	0.683
"ARF1"	"RPL18"	0.444
"ARF1"	"RPL30"	0.682
"ARF1"	"RPL27A"	0.682
"ARF1"	"RPL32"	0.444
"ARF1"	"RPL36AL"	1
"ARF1"	"RPL37"	0.444
"ARF1"	"RPLP0"	0.692
"ARF1"	"RPLP2"	0.551
"ARF1"	"RPN1"	0.669
"ARF1"	"RPS2"	0.701
"ARF1"	"RPS9"	0.672
"ARF1"	"RPS23"	0.682
"ARF1"	"SURF4"	1
"ARF1"	"UQCRC2"	0.553
"ARF1"	"RPL14"	0.683
"ARF1"	"RAB11B"	0.837
"ARF1"	"ARFRP1"	0.752
"ARF1"	"RPL35"	0.482
"ARF1"	"EXOSC7"	0.692
"ARF1"	"PIP5K1C"	0.453
"ARF1"	"RPL13A"	0.482
"ARF1"	"GSPT2"	0.846
"ARF1"	"PYCR2"	0.541
"ARF1"	"SEC61A1"	0.51
"ARF1"	"VPS28"	0.603
"ARF1"	"BET1L"	0.815
"ARF1"	"CAB39"	0.474
"ARF1"	"PPAN"	0.514
"ARF1"	"SMAP1"	NA
"ARF1"	"TRAPPC5"	0.541
"ARF1"	"TUBB"	0.654
"RHOG"	"CSK"	0.588
"RHOG"	"CYBA"	0.533
"RHOG"	"GNAI2"	0.879
"RHOG"	"HCK"	0.505
"RHOG"	"SOS1"	0.409
"RHOG"	"SPI1"	0.436
"RHOG"	"STAT3"	0.505
"RHOG"	"VAV1"	0.43
"RHOG"	"STK24"	0.481
"RHOG"	"RHOBTB1"	0.943
"RHOG"	"ARHGEF16"	0.549
"RHOG"	"ARHGAP17"	0.497
"RHOG"	"ARHGAP9"	0.479
"RHOG"	"FGD3"	0.34
"RHOG"	"RHOT2"	0.943
"ARR3"	"ARRB2"	1
"ARR3"	"FSHR"	1
"ARR3"	"CXCR4"	1
"ARRB2"	"CSK"	0.676
"ARRB2"	"DYNC1H1"	0.675
"ARRB2"	"EEF2"	0.693
"ARRB2"	"HCK"	0.713
"ARRB2"	"MYL6"	0.63
"ARRB2"	"NONO"	0.582
"ARRB2"	"RAB5C"	0.654
"ARRB2"	"RANGAP1"	0.669
"ARRB2"	"RPL4"	0.706
"ARRB2"	"RPL7"	0.641
"ARRB2"	"RPL11"	0.674
"ARRB2"	"RPL18"	0.325
"ARRB2"	"RPLP0"	0.669
"ARRB2"	"RPLP2"	0.744
"ARRB2"	"CXCR4"	0.606
"ARRB2"	"RBM10"	0.695
"ARRB2"	"RPL14"	0.705
"ARRB2"	"NUDC"	0.774
"ARRB2"	"RPL35"	0.322
"ARRB2"	"ARHGAP17"	0.692
"ASIP"	"F11R"	0.815
"ASL"	"DDOST"	0.565
"ASL"	"GLUD2"	0.211
"ASL"	"GNB2"	0.629
"ASL"	"PPIB"	0.613
"ASL"	"RPL4"	0.6
"ASL"	"RPLP2"	0.647
"ASNA1"	"CSNK2B"	0.555
"ASNA1"	"ECHS1"	0.47
"ASNA1"	"EEF1G"	0.547
"ASNA1"	"EEF2"	0.505
"ASNA1"	"EIF5A"	0.485
"ASNA1"	"GNAI2"	0.605
"ASNA1"	"GNB1"	0.658
"ASNA1"	"GNB2"	0.658
"ASNA1"	"GTF2H4"	0.505
"ASNA1"	"HINT1"	0.42
"ASNA1"	"MARS"	0.185
"ASNA1"	"NDUFV1"	0.166
"ASNA1"	"NONO"	0.429
"ASNA1"	"P2RY11"	0.183
"ASNA1"	"PCBP1"	0.475
"ASNA1"	"PFDN1"	0.427
"ASNA1"	"POLR2L"	0.36
"ASNA1"	"PPIB"	0.529
"ASNA1"	"PSMA4"	0.497
"ASNA1"	"PSMA7"	0.543
"ASNA1"	"PSMB4"	0.497
"ASNA1"	"PSMC4"	0.744
"ASNA1"	"RPL4"	0.471
"ASNA1"	"RPLP2"	0.488
"ASNA1"	"MRPS12"	0.471
"ASNA1"	"RPS9"	0.473
"ASNA1"	"USP5"	0.449
"ASNA1"	"CLPP"	0.596
"ASNA1"	"ZBED1"	0.409
"ASNA1"	"ATP6V1F"	0.673
"ASNA1"	"MPHOSPH6"	1
"ASNA1"	"NUDC"	0.585
"ASNA1"	"RPL35"	0.28
"ASNA1"	"GABARAP"	0.561
"ASNA1"	"HSPBP1"	0.46
"ASNA1"	"GSPT2"	0.578
"ASNA1"	"TXN2"	1
"ASNA1"	"TIMM13"	0.391
"ASNA1"	"SEC61A1"	0.524
"ASNA1"	"FIS1"	0.568
"ASNA1"	"ISYNA1"	0.48
"ASNA1"	"PPAN"	0.236
"ASNA1"	"EXOSC5"	0.459
"ASNA1"	"XAB2"	1
"ASNA1"	"LSM2"	0.468
"ASNA1"	"MUS81"	0.394
"ASNA1"	"YIF1B"	NA
"ASNA1"	"KLHDC3"	0.512
"ASNA1"	"TRAPPC5"	0.471
"ASNA1"	"TUBB"	0.491
"ATP5G1"	"ATP5G2"	NA
"ATP5G1"	"COX7C"	NA
"ATP5G1"	"TIMM8A"	NA
"ATP5G1"	"ECHS1"	NA
"ATP5G1"	"EIF5A"	NA
"ATP5G1"	"IDH2"	NA
"ATP5G1"	"MDH2"	NA
"ATP5G1"	"NDUFA3"	NA
"ATP5G1"	"NDUFB7"	NA
"ATP5G1"	"NDUFB10"	NA
"ATP5G1"	"NDUFV1"	NA
"ATP5G1"	"MRPS12"	NA
"ATP5G1"	"SDHC"	NA
"ATP5G1"	"UQCRC2"	NA
"ATP5G1"	"COX7A2L"	NA
"ATP5G1"	"COX5A"	NA
"ATP5G1"	"TXN2"	NA
"ATP5G1"	"TIMM13"	NA
"ATP5G1"	"UQCRQ"	NA
"ATP5G1"	"NDUFB11"	NA
"ATP5G1"	"MRPL16"	NA
"ATP5G1"	"MRPL17"	NA
"ATP5G1"	"MRPS24"	NA
"ATP5G1"	"CHCHD4"	NA
"ATP5G2"	"COX7C"	NA
"ATP5G2"	"EIF5A"	NA
"ATP5G2"	"MDH2"	NA
"ATP5G2"	"NDUFB7"	NA
"ATP5G2"	"NDUFB10"	NA
"ATP5G2"	"NDUFV1"	NA
"ATP5G2"	"MRPS12"	NA
"ATP5G2"	"SDHC"	NA
"ATP5G2"	"UQCRC2"	NA
"ATP5G2"	"RBM10"	NA
"ATP5G2"	"COX7A2L"	NA
"ATP5G2"	"COX5A"	NA
"ATP5G2"	"TIMM13"	NA
"ATP5G2"	"UQCRQ"	NA
"ATP5G2"	"NDUFB11"	NA
"ATP5G2"	"MRPL16"	NA
"ATP6AP1"	"IGF2R"	0.313
"ATP6AP1"	"LAMP1"	0.5
"ATP6AP1"	"ATP6V1F"	0.337
"ATP6AP1"	"NDFIP1"	0.409
"KIF1A"	"GIT1"	0.815
"BAD"	"BID"	0.605
"BAD"	"MCL1"	0.569
"BAD"	"PPP3CC"	0.581
"BAD"	"HRK"	1
"BAD"	"PIM2"	0.554
"BAD"	"BBC3"	0.624
"BCL3"	"NFKB2"	0.498
"BCL3"	"RELB"	0.51
"BCL3"	"STAT3"	0.542
"BCL3"	"HDAC3"	0.68
"BID"	"CSNK1E"	0.529
"BID"	"CSNK2B"	0.652
"BID"	"MCL1"	0.643
"BID"	"MSN"	0.698
"BID"	"RIPK1"	0.644
"BID"	"SQSTM1"	0.646
"BID"	"BBC3"	0.807
"ZFP36L1"	"EXOSC7"	0.706
"ZFP36L1"	"EXOSC3"	0.683
"ZFP36L1"	"EXOSC5"	0.456
"BST2"	"IRF7"	0.574
"BST2"	"HARS2"	0.824
"C8G"	"LCN1"	NA
"PTTG1IP"	"LAMP1"	0.821
"PTTG1IP"	"RNF149"	0.242
"CACNA1A"	"GNB1"	0.478
"CACNA1A"	"GNB2"	0.478
"CACNA1A"	"GRN"	0.494
"CACNA1A"	"PRKCG"	0.095
"CACNA1A"	"CACNA2D4"	1
"CACNA1A"	"TUBB2B"	0.444
"CAMK2A"	"HRAS"	0.466
"CAMK2A"	"ITGA2B"	0.583
"CAMK2A"	"MEF2D"	0.429
"CAMK2A"	"SRF"	0.433
"CAMK2A"	"SYNGAP1"	NA
"CAMK2A"	"SQSTM1"	0.768
"CAMK2A"	"CLSTN3"	NA
"CAMK2A"	"GIT1"	1
"CAMK2A"	"CACNA2D4"	0.062
"CD7"	"CTSL"	0.203
"CD7"	"SPN"	0.169
"CD22"	"CD68"	NA
"CD22"	"CD72"	0.718
"CD22"	"CD79A"	0.697
"CD22"	"SPN"	0.59
"CD22"	"TNFRSF13B"	0.646
"ENTPD2"	"POLR2L"	0.149
"CD53"	"GGT1"	1
"CD53"	"HLA-DRB1"	0.519
"CD53"	"SPN"	0.815
"CD63"	"HLA-DRA"	1
"CD63"	"IGF2R"	1
"CD63"	"LAMP1"	1
"CD63"	"MSN"	1
"CD63"	"SPARC"	1
"CD63"	"SRF"	1
"CD68"	"CYBA"	NA
"CD68"	"HLA-DMA"	NA
"CD68"	"SPI1"	NA
"CD68"	"VWF"	NA
"CD72"	"CD79A"	0.716
"CD72"	"HLA-DRB1"	0.39
"CD72"	"SELL"	0.573
"CD79A"	"CSK"	0.65
"CD79A"	"SELL"	0.596
"CD79A"	"SLAMF1"	0.718
"CD79A"	"SOS1"	0.487
"CD79A"	"TNFRSF13B"	0.702
"CD79A"	"LAT"	0.662
"CD79A"	"FATE1"	0.802
"CDA"	"CES2"	0.39
"CDA"	"NT5M"	0.178
"CDC25A"	"CKS1B"	0.669
"CDC25A"	"CSNK1E"	0.486
"CDC25A"	"FOXM1"	0.566
"CDC25A"	"HCFC1"	0.488
"CDC25A"	"HRAS"	0.518
"CDC25A"	"NPM1"	0.596
"CDC25A"	"PLK1"	0.544
"CDC25A"	"PSMA4"	0.609
"CDC25A"	"PSMA7"	0.635
"CDC25A"	"PSMB4"	0.609
"CDC25A"	"PSMC4"	0.579
"CDC25A"	"RRM2"	0.549
"CDC25A"	"MCM3AP"	NA
"CDC25A"	"PKMYT1"	0.522
"CDC25A"	"NUDC"	0.649
"CDC25A"	"PSME4"	0.573
"CDC25A"	"PPAN"	0.248
"CEBPA"	"DBP"	0.563
"CEBPA"	"GATA2"	0.774
"CEBPA"	"SPI1"	0.788
"CEBPA"	"PIAS1"	0.561
"CEBPA"	"MTA1"	0.746
"CEBPA"	"BATF"	0.808
"CHRNG"	"RAPSN"	0.69
"CKS1B"	"CSNK2B"	0.685
"CKS1B"	"DDOST"	0.564
"CKS1B"	"DDX11"	0.39
"CKS1B"	"EEF1G"	0.7
"CKS1B"	"EEF2"	0.696
"CKS1B"	"EIF4A2"	0.537
"CKS1B"	"EIF5A"	0.599
"CKS1B"	"FANCG"	0.648
"CKS1B"	"FOXM1"	0.619
"CKS1B"	"FRG1"	0.635
"CKS1B"	"GNB1"	0.624
"CKS1B"	"GNB2"	0.624
"CKS1B"	"GTF2H4"	0.47
"CKS1B"	"KIFC1"	0.283
"CKS1B"	"MARS"	0.141
"CKS1B"	"NONO"	0.516
"CKS1B"	"NPM1"	0.665
"CKS1B"	"P2RY11"	0.153
"CKS1B"	"PCBP1"	0.589
"CKS1B"	"PCBP2"	0.68
"CKS1B"	"PLK1"	0.567
"CKS1B"	"POLR2L"	0.459
"CKS1B"	"PPIB"	0.604
"CKS1B"	"PSMA4"	0.624
"CKS1B"	"PSMA7"	0.648
"CKS1B"	"PSMB4"	0.624
"CKS1B"	"PSMC4"	0.62
"CKS1B"	"RAB5B"	0.591
"CKS1B"	"RAB5C"	0.564
"CKS1B"	"RPL4"	0.605
"CKS1B"	"RPL7"	0.555
"CKS1B"	"RPL8"	0.266
"CKS1B"	"RPL10"	0.578
"CKS1B"	"RPL11"	0.522
"CKS1B"	"RPL15"	0.614
"CKS1B"	"RPL30"	0.605
"CKS1B"	"RPL27A"	0.605
"CKS1B"	"RPL32"	0.266
"CKS1B"	"RPL36AL"	1
"CKS1B"	"RPLP0"	0.571
"CKS1B"	"RPLP2"	0.639
"CKS1B"	"MRPS12"	0.605
"CKS1B"	"RPN1"	0.59
"CKS1B"	"RPS2"	0.621
"CKS1B"	"RPS9"	0.553
"CKS1B"	"RRM2"	0.621
"CKS1B"	"SET"	0.669
"CKS1B"	"SH3GL1"	0.714
"CKS1B"	"SMARCD3"	0.557
"CKS1B"	"SP1"	0.494
"CKS1B"	"SURF4"	1
"CKS1B"	"TBCA"	0.674
"CKS1B"	"UGP2"	0.644
"CKS1B"	"UNG"	0.564
"CKS1B"	"ZNF35"	0.267
"CKS1B"	"HIST1H2AC"	0.355
"CKS1B"	"HDAC3"	0.609
"CKS1B"	"BAZ1B"	0.531
"CKS1B"	"RPL14"	0.614
"CKS1B"	"PKMYT1"	0.566
"CKS1B"	"ZBED1"	0.464
"CKS1B"	"ARPC1B"	0.622
"CKS1B"	"PRMT5"	0.439
"CKS1B"	"TACC3"	1
"CKS1B"	"MYBBP1A"	0.259
"CKS1B"	"POLD3"	0.621
"CKS1B"	"NUDC"	0.714
"CKS1B"	"RPL35"	0.27
"CKS1B"	"DNAJC9"	0.718
"CKS1B"	"HARS2"	0.614
"CKS1B"	"RPL13A"	0.27
"CKS1B"	"KPNA6"	0.597
"CKS1B"	"TIMM13"	0.224
"CKS1B"	"PYCR2"	0.624
"CKS1B"	"SEC61A1"	0.573
"CKS1B"	"CTNNBL1"	0.736
"CKS1B"	"PPAN"	0.27
"CKS1B"	"EXOSC5"	0.615
"CKS1B"	"XAB2"	1
"CKS1B"	"PLSCR3"	0.615
"CKS1B"	"LSM2"	0.596
"CKS1B"	"MRPL17"	0.528
"CKS1B"	"CHTF18"	0.566
"CKS1B"	"CENPH"	0.69
"CKS1B"	"PDCL3"	0.718
"CKS1B"	"MUS81"	0.503
"CKS1B"	"ANP32E"	0.62
"CKS1B"	"SHKBP1"	1
"CKS1B"	"FTSJ3"	0.533
"CKS1B"	"TRAPPC5"	0.635
"CKS1B"	"TUBB"	0.563
"CKS1B"	"POLR2J2"	0.106
"CKS1B"	"TSEN54"	0.615
"CLCN7"	"LAMP1"	0.593
"CNGA2"	"KCNK9"	0.415
"CNTFR"	"CRK"	0.663
"CNTFR"	"CTF1"	0.672
"COMT"	"CSNK2B"	0.579
"COMT"	"DBH"	0.375
"COMT"	"HINT1"	0.421
"COMT"	"MDH2"	0.247
"COMT"	"PNMT"	0.68
"COMT"	"RGS2"	0.53
"KLF6"	"PGK1"	0.356
"KLF6"	"RPLP2"	0.443
"KLF6"	"SP1"	0.846
"KLF6"	"HDAC3"	0.509
"KLF6"	"ARPC5"	0.451
"KLF6"	"ARPC1B"	0.451
"COX7C"	"TIMM8A"	0.108
"COX7C"	"HINT1"	0.219
"COX7C"	"IDH2"	0.21
"COX7C"	"MDH2"	0.219
"COX7C"	"NDUFA3"	0.2
"COX7C"	"NDUFB7"	0.2
"COX7C"	"NDUFB10"	0.2
"COX7C"	"NDUFV1"	0.2
"COX7C"	"MRPS12"	0.108
"COX7C"	"SDHC"	0.29
"COX7C"	"UQCRC2"	0.123
"COX7C"	"COX7A2L"	NA
"COX7C"	"COX5A"	1
"COX7C"	"TIMM13"	0.241
"COX7C"	"UQCRQ"	0.61
"COX7C"	"NDUFB11"	0.108
"COX7C"	"MRPL16"	0.108
"COX7C"	"MRPS24"	0.108
"COX7C"	"CHCHD4"	0.233
"CRK"	"CSK"	0.671
"CRK"	"DNM2"	0.686
"CRK"	"EPHB3"	0.112
"CRK"	"GP9"	1
"CRK"	"HSPB1"	0.701
"CRK"	"ITGA2B"	0.735
"CRK"	"KRT16"	0.684
"CRK"	"PRKCG"	0.105
"CRK"	"SOS1"	0.576
"CRK"	"STAT5A"	0.605
"CRK"	"TAL1"	0.591
"CRK"	"VAV1"	0.644
"CRK"	"VWF"	0.686
"CRK"	"NCK2"	0.824
"CRK"	"SOCS1"	0.642
"CRK"	"TNK2"	0.585
"CRK"	"EFS"	0.765
"CRK"	"TGOLN2"	1
"CRK"	"FRS3"	0.684
"CRK"	"FASTK"	0.672
"CRK"	"SH3BP1"	0.66
"CRK"	"HSPBP1"	0.638
"CRK"	"OPTC"	0.262
"CRK"	"ARHGAP17"	0.656
"CRK"	"THOC2"	0.688
"CRK"	"MICAL1"	0.658
"CSF3R"	"HCK"	0.506
"CSF3R"	"STAT3"	0.485
"CSK"	"CSNK2B"	0.745
"CSK"	"DYNC1H1"	0.586
"CSK"	"DNM2"	0.575
"CSK"	"FAU"	0.367
"CSK"	"FLII"	0.643
"CSK"	"GNAI2"	0.555
"CSK"	"HCK"	0.832
"CSK"	"HLA-DRB1"	0.345
"CSK"	"ITGA2B"	0.705
"CSK"	"SOS1"	0.478
"CSK"	"STAT3"	0.534
"CSK"	"STAT5A"	0.731
"CSK"	"VAV1"	0.606
"CSK"	"VWF"	0.669
"CSK"	"STK24"	0.817
"CSK"	"NCK2"	0.617
"CSK"	"PSTPIP1"	0.696
"CSK"	"ARHGAP17"	0.562
"CSK"	"ILKAP"	1
"CSK"	"TUBB"	0.542
"CSNK1E"	"CSNK2B"	0.743
"CSNK1E"	"DYNC1H1"	0.645
"CSNK1E"	"EEF2"	0.705
"CSNK1E"	"EIF4A2"	0.568
"CSNK1E"	"EIF5A"	0.739
"CSNK1E"	"GNB1"	0.507
"CSNK1E"	"GNB2"	0.507
"CSNK1E"	"GYS1"	0.597
"CSNK1E"	"NONO"	0.584
"CSNK1E"	"PCBP2"	0.711
"CSNK1E"	"PCNT"	1
"CSNK1E"	"PLK1"	0.734
"CSNK1E"	"PSMC4"	0.462
"CSNK1E"	"RPLP2"	0.483
"CSNK1E"	"RPS9"	0.647
"CSNK1E"	"USP11"	0.391
"CSNK1E"	"MTA2"	0.44
"CSNK1E"	"PRMT5"	0.468
"CSNK1E"	"TUBGCP2"	0.497
"CSNK1E"	"GSPT2"	0.64
"CSNK1E"	"SMAP1"	NA
"CSNK1E"	"KLHDC3"	0.519
"CSNK2B"	"DDOST"	0.598
"CSNK2B"	"DYNC1H1"	0.604
"CSNK2B"	"EEF2"	0.606
"CSNK2B"	"EIF4A2"	0.55
"CSNK2B"	"EIF5A"	0.593
"CSNK2B"	"FAU"	0.367
"CSNK2B"	"GNB1"	0.679
"CSNK2B"	"GNB2"	0.679
"CSNK2B"	"GTF2H4"	0.652
"CSNK2B"	"HCFC1"	0.628
"CSNK2B"	"HINT1"	0.368
"CSNK2B"	"MARS"	0.141
"CSNK2B"	"MDH2"	0.266
"CSNK2B"	"MYL6"	0.541
"CSNK2B"	"NDUFB7"	0.128
"CSNK2B"	"NDUFB10"	0.605
"CSNK2B"	"NDUFV1"	0.128
"CSNK2B"	"NONO"	0.624
"CSNK2B"	"NPM1"	0.751
"CSNK2B"	"P2RY11"	0.163
"CSNK2B"	"PCBP1"	0.587
